"Channel","Division","Market","Banner/RD Name","ERDAT","Order Date","Delivery Date (From)","Sold To Name -   EN","SoldToCustomer","ShipToCustomer","Customer PO No","OrderNo","Plant","产品条行码","KDMAT","Material","Material Description","品类","包装/箱","UOM","Order Quantity","Confirmed Order Quantity","Delivery Quantity","NewMaterial","NewLFIMG","DeliveryNo","Description","不含税价格","Order Value","订单类型","Ord Reason","ZCCRValue","CutReasonCode","砍单原因","未满足单品补货指引","MSU/箱","下单数量MSU","有效下单数量 MSU","分货数量 MSU","未满足数量MSU","促销装配额开放日缺货Y/N","Free Goods","ZEER Index"
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,09/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002921577","2003241433","1355619481","0115330034","D902","6903148078914","276062","000000000080736558","汰渍净白去渍升级洗衣粉2.55千克","F&HC","4","CS",11,11,11,"","","0064173882","S05--200CS","80","968.66","","","","","","","0.000816","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,09/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002921577","2003241433","1355619482","0115330046","D902","6903148078891","851750","000000000080736560","汰渍净白去渍升级洗衣粉508克","F&HC","12","CS",10,10,10,"","","0064173886","S05--200CS","49.09","540.4","","","","","","","0.000487","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,08/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002921577","2002942308","1355535545","0115328041","D901","6903148094389","246527","000000000080695901","佳洁士3D炫白冰极薄荷牙膏180克","Oral Care","24","CS",1,1,1,"","","0064174000","S08--3500CS","269.38","296.51","","","","","","","0.00139","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,08/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002921577","2002942308","1355765968","0115329404","D901","6903148170458","695467","000000000082297613","帮宝适超薄干爽系列超值彩箱装大号164片","Baby Care","1","CS",2,2,2,"","","0064174004","S08--3500CS","232.25","511.3","","","","","","","0.000911","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,08/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002921577","2002942308","1355765971","0115329484","D901","6903148170465","695466","000000000082297616","帮宝适超薄干爽系列超值彩箱装中号192片","Baby Care","1","CS",10,10,10,"","","0064174005","S08--3500CS","231.14","2544.2","","","","","","","0.001066","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,08/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002921577","2002942308","1355765962","0115329498","D901","6903148283660","100003980995","000000000080682870","帮宝适清新帮纸尿裤大包装小码64片","Baby Care","4","CS",46,46,46,"","","0064174007","S08--3500CS","309.35","15663.46","","","","","","","0.001422","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,08/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002921577","2002942308","1355765953","0115329522","D901","6903148248027","3334286","000000000082311865","帮宝适超薄干爽拉拉裤超大彩箱加大号108片","Baby Care","1","CS",29,29,29,"","","0064174008","S08--3500CS","167.63","5351.08","","","","","","","0.0006","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,08/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002921577","2002942308","1355817659","0115329790","D901","6903148047798","206888","000000000080686713","舒肤佳健康清爽沐浴露金银花菊花香型1千克","PCC","6","CS",20,20,20,"000000000080730527","20","0064174011","S08--3500CS","211.38","4653.4","","","","","","","0.001098","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,08/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002921577","2002942308","1355817659","0115329790","D901","6903148099520","206895","000000000080730501","舒肤佳健康清爽沐浴露柠檬清香720克","PCC","12","CS",1,1,1,"000000000080760839","","0064174011","S08--3500CS","355.54","391.35","","","","","","","0.001582","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,08/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002921577","2002942308","1355732723","0115329988","D901","6903148049112","411086","000000000082326902","飘柔多效滋养修护润发乳400gX6","Hair Care","6","CS",3,3,3,"000000000080754066","","0064174013","S08--3500CS","135.05","445.98","","","","","","","0.000933","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,08/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002921577","2002942308","1355732723","0115329988","D901","6903148049105","845163","000000000082326904","飘柔多效滋养修护润发乳200gX12","Hair Care","12","CS",3,3,3,"000000000080754067","","0064174013","S08--3500CS","141.45","467.1","","","","","","","0.000933","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,08/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002921577","2002942308","1355732737","0115330005","D901","6903148080016","206783","000000000080691388","沙宣修护水养洗发水400GX12","Hair Care","12","CS",39,39,39,"","","0064174015","S08--3500CS","509.39","21867.69","","","","","","","0.001812","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,08/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002921577","2002942308","1355732737","0115330005","D901","6903148080085","206805","000000000080708708","沙宣水润去屑型洗发水750G","Hair Care","12","CS",10,10,10,"","","0064174015","S08--3500CS","854.73","9408.4","","","","","","","0.003398","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,08/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002921577","2002942308","1355806103","0115330010","D901","6903148094389","246527","000000000080695901","佳洁士3D炫白冰极薄荷牙膏180克","Oral Care","24","CS",5,5,5,"","","0064174017","S08--3500CS","269.38","1482.6","","","","","","","0.00139","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,08/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002921577","2002942308","1355817656","0115330029","D901","6903148207123","1066908","000000000080686711","舒肤佳健康柔肤沐浴露薰衣草香型720克","PCC","12","CS",6,6,6,"000000000080730520","6","0064174018","S08--3500CS","355.54","2348.16","","","","","","","0.001582","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,08/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002921577","2002942308","1355817656","0115330029","D901","6903148207024","1071858","000000000080686740","舒肤佳健康清爽沐浴露薄荷香冰怡舒爽720克","PCC","12","CS",5,5,5,"000000000080730498","5","0064174018","S08--3500CS","355.54","1956.8","","","","","","","0.001582","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,08/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002921577","2002942308","1355732725","0115330049","D901","6903148091531","206699","000000000080725122","潘婷PRO-V丝质顺滑润发精华素400G","Hair Care","8","CS",3,3,3,"","","0064174019","S08--3500CS","216.88","716.19","","","","","","","0.001244","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,08/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002921577","2002942308","1355732725","0115330049","D901","6903148264010","100012011978","000000000080751780","潘婷PRO-V乳液修护洗发露500G","Hair Care","12","CS",1,1,1,"","","0064174019","S08--3500CS","423.76","466.44","","","","","","","0.002398","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,09/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002921582","2003237263","1355765819","0115329336","D767","6903148283769","100026779926","000000000080683083","帮宝适清新帮拉拉裤大包装加大码34片","Baby Care","4","CS",5,5,5,"","","0064173597","S06--800CS for normal/400CS for water tap","278.63","1533.5","","","","","","","0.000755","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,09/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002921582","2003237263","1355765815","0115329503","D767","6903148259191","4562357","000000000082297610","帮宝适超薄干爽系列彩箱装初生码140片","Baby Care","1","CS",37,37,37,"","","0064173601","S06--800CS for normal/400CS for water tap","119.26","4856.99","","","","","","","0.000777","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,09/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002921582","2003237263","1355765810","0115329505","D767","6903148170465","695466","000000000082297616","帮宝适超薄干爽系列超值彩箱装中号192片","Baby Care","1","CS",37,37,37,"","","0064173603","S06--800CS for normal/400CS for water tap","231.14","9413.54","","","","","","","0.001066","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,09/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002921582","2003237263","1355765805","0115329510","D767","6903148158364","695477","000000000082294197","帮宝适超薄干爽系列大包装初生型96片","Baby Care","3","CS",3,3,3,"","","0064173605","S06--800CS for normal/400CS for water tap","252.78","834.72","","","","","","","0.0016","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,09/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002921582","2003237263","1355765797","0115329514","D767","6903148170458","695467","000000000082297613","帮宝适超薄干爽系列超值彩箱装大号164片","Baby Care","1","CS",37,37,37,"","","0064173607","S06--800CS for normal/400CS for water tap","232.25","9459.05","","","","","","","0.000911","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,09/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002921582","2003237263","1355619533","0115330127","D767","6903148078914","276062","000000000080736558","汰渍净白去渍升级洗衣粉2.55千克","F&HC","4","CS",7,7,7,"","","0064173608","S06--800CS for normal/400CS for water tap","80","616.42","","","","","","","0.000816","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,08/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002920557","2002921387","1355733205","0115329037","D352","6903148231623","4702894","000000000080694114","海飞丝去屑洗发露清爽去油型1KGX6","Hair Care","6","CS",293,293,293,"000000000080721974","293","0064173893","S08--3500CS","436.13","140660.51","","","","","","","0.002265","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,08/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002920557","2002921387","1355733188","0115329043","D352","6903148045008","206745","000000000080693844","海飞丝去屑洗发露怡神冰凉型400GX12","Hair Care","12","CS",1,1,1,"000000000080721996","1","0064173899","S08--3500CS","471.99","519.53","","","","","","","0.001812","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,08/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002920557","2002921387","1355733188","0115329043","D352","6903148136263","499051","000000000080717304","海飞丝防断韧发型去屑洗发露200G","Hair Care","24","CS",1,1,1,"","","0064173899","S08--3500CS","548.41","603.66","","","","","","","0.001812","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,08/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002920557","2002921387","1355733188","0115329043","D352","6903148121610","844527","000000000080721995","海飞丝止痒呵护型去屑洗发露200G","Hair Care","24","CS",1,1,1,"","","0064173899","S08--3500CS","548.41","603.66","","","","","","","0.001812","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,08/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002920557","2002921387","1355733188","0115329043","D352","6903148230961","4702896","000000000080694119","海飞丝去屑洗发露丝质柔滑型1KGX6","Hair Care","6","CS",87,87,87,"000000000080722014","87","0064173899","S08--3500CS","436.13","41765.22","","","","","","","0.002265","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,08/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002920557","2002921387","1355733188","0115329043","D352","6903148303207","100014191846","000000000082324239","海飞丝专研去屑洗发露头皮瞬感舒痒型300G","Hair Care","12","CS",5,5,5,"","","0064173899","S08--3500CS","781.33","3792.4","","","","","","","0.001359","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,08/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002920557","2002921387","1355733196","0115329045","D352","4902430732932","5569237","000000000080745946","潘婷3MM奢护精华霜水润滋养180ml","Hair Care","12","CS",40,40,40,"","","0064173906","S08--3500CS","408.53","15863.2","","","","","","","0.00084","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,08/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002920557","2002921387","1355733199","0115329050","D352","4902430694902","2706688","000000000080745943","潘婷3MM奢护精华霜多效损伤修护180ml","Hair Care","12","CS",35,35,35,"","","0064173912","S08--3500CS","408.53","13880.3","","","","","","","0.00084","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,08/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002920557","2002921387","1355733199","0115329050","D352","4902430732949","5733750","000000000080745945","潘婷3MM奢护精华霜染烫修护180ml","Hair Care","12","CS",3,3,3,"","","0064173912","S08--3500CS","408.53","1189.74","","","","","","","0.00084","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,08/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002920557","2002921387","1355733199","0115329050","D352","6903148287071","100005903129","000000000080713974","潘婷深水泡弹PRO-V高浓发膜赋能型(12mlX8)","Hair Care","12","CS",7,7,7,"","","0064173912","S08--3500CS","683.36","5265.4","","","","","","","0.000448","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,08/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002920557","2002921387","1355733191","0115329051","D352","6903148080054","206799","000000000080738610","沙宣清盈顺柔洗发水750G","Hair Care","12","CS",13,13,13,"","","0064173916","S08--3500CS","854.73","12230.79","","","","","","","0.003398","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,08/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002920557","2002921387","1355733191","0115329051","D352","6903148079959","206817","000000000080691398","沙宣垂坠质感护发乳400GX6","Hair Care","6","CS",1,1,1,"","","0064173916","S08--3500CS","239.14","263.22","","","","","","","0.000933","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,08/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002920557","2002921387","1355733201","0115329052","D352","4902430587983","100003281402","000000000080710502","发之食谱清爽蓬松润发乳530g","Hair Care","9","CS",7,7,7,"","","0064173921","S08--3500CS","576.26","4440.17","","","","","","","0.001855","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,08/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002920557","2002921387","1355733201","0115329052","D352","6903148338513","100043426488","000000000080735654","发之食谱净油保湿洗发露530ML","Hair Care","9","CS",7,7,7,"","","0064173921","S08--3500CS","576.26","4440.17","","","","","","","0.001855","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,08/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002920557","2002921387","1355733192","0115329063","D352","6903148080023","206786","000000000080691421","沙宣修护水养洗发水750GX12","Hair Care","12","CS",7,7,7,"","","0064173925","S08--3500CS","854.73","6585.81","","","","","","","0.003398","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,08/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002920557","2002921387","1355733192","0115329063","D352","6903148101278","206793","000000000080691378","沙宣修护水养发质重塑发膜150GX12","Hair Care","12","CS",2,2,2,"","","0064173925","S08--3500CS","201.18","442.9","","","","","","","0.0007","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,08/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002920557","2002921387","1355733192","0115329063","D352","6903148080085","206805","000000000080708708","沙宣水润去屑型洗发水750G","Hair Care","12","CS",5,5,5,"","","0064173925","S08--3500CS","854.73","4704.15","","","","","","","0.003398","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,08/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002920557","2002921387","1355733192","0115329063","D352","6903148080146","206814","000000000080738396","沙宣垂坠质感洗发水750G","Hair Care","12","CS",11,11,11,"","","0064173925","S08--3500CS","854.73","10349.13","","","","","","","0.003398","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,08/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002920557","2002921387","1355733192","0115329063","D352","6903148079997","627914","000000000080691380","沙宣修护水养洗发水200GX24","Hair Care","24","CS",1,1,1,"","","0064173925","S08--3500CS","575.01","632.92","","","","","","","0.001812","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,08/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002920557","2002921387","1355733192","0115329063","D352","6903148259108","5150251","000000000080739137","沙宣蓬松控油洗发水500ML","Hair Care","12","CS",47,47,47,"000000000080768733","","0064173925","S08--3500CS","702.79","32065.28","","","","","","","0.002333","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,09/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002920557","2003222613","1355765592","0115329220","D352","6903148283752","100026779896","000000000080683082","帮宝适清新帮拉拉裤大包装大码42片","Baby Care","4","CS",47,47,47,"","","0064173400","S06--800CS for normal/400CS for water tap","278.63","14414.9","","","","","","","0.000933","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,09/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002920557","2003222613","1355765600","0115329224","D352","6903148283769","100026779926","000000000080683083","帮宝适清新帮拉拉裤大包装加大码34片","Baby Care","4","CS",48,48,48,"","","0064173403","S06--800CS for normal/400CS for water tap","278.63","14721.6","","","","","","","0.000755","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,09/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002920557","2003222613","1355765582","0115329227","D352","4902430747332","4508093","000000000080696684","帮宝适一级帮拉拉裤加加大码50片","Baby Care","1","CS",67,67,67,"000000000080750983","67","0064173408","S06--800CS for normal/400CS for water tap","166.9","12308.57","","","","","","","0.000277","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,09/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002920557","2003222613","1355765582","0115329227","D352","6903148344712","100057740333","000000000080758659","帮宝适一级帮拉拉裤大码33片","Baby Care","3","CS",1,1,1,"","","0064173408","S06--800CS for normal/400CS for water tap","228.6","251.63","","","","","","","0.00055","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,09/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002920557","2003222613","1355765583","0115329230","D352","4902430679176","5283010","000000000080696693","帮宝适一级帮纸尿裤新生码84片X3","Baby Care","3","CS",1,1,1,"","","0064173416","S06--800CS for normal/400CS for water tap","335.87","369.71","","","","","","","0.0014","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,09/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002920557","2003222613","1355765593","0115329233","D352","4902430679114","4508097","000000000080696695","帮宝适一级帮纸尿裤中码62片X3","Baby Care","3","CS",13,13,13,"","","0064173424","S06--800CS for normal/400CS for water tap","337.43","4828.46","","","","","","","0.001033","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,09/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002920557","2003222613","1355765586","0115329235","D352","6903148225592","1429923","000000000082311861","帮宝适超薄干爽拉拉裤超大包加加大50片","Baby Care","3","CS",2,2,2,"","","0064173437","S06--800CS for normal/400CS for water tap","352.14","775.24","","","","","","","0.000833","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,09/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002920557","2003222613","1355765589","0115329240","D352","6903148248027","3334286","000000000082311865","帮宝适超薄干爽拉拉裤超大彩箱加大号108片","Baby Care","1","CS",22,22,22,"","","0064173447","S06--800CS for normal/400CS for water tap","167.63","4059.44","","","","","","","0.0006","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,09/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002920557","2003222613","1355765589","0115329240","D352","4902430762526","5283008","000000000080696682","帮宝适一级帮拉拉裤大码72片","Baby Care","1","CS",84,84,84,"000000000080750981","84","0064173447","S06--800CS for normal/400CS for water tap","166.9","15431.64","","","","","","","0.0004","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,09/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002920557","2003222613","1355765589","0115329240","D352","6903148283882","100006768656","000000000080683085","帮宝适清新帮拉拉裤JVD加大码45片","Baby Care","4","CS",1,1,1,"","","0064173447","S06--800CS for normal/400CS for water tap","368.72","405.87","","","","","","","0.001","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,09/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002920557","2003222613","1355765573","0115329243","D352","6903148344965","100050889860","000000000080760304","帮宝适一级帮纸尿裤中码42片","Baby Care","3","CS",3,3,3,"","","0064173454","S06--800CS for normal/400CS for water tap","228.6","754.89","","","","","","","0.0007","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,09/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002920557","2003222613","1355765594","0115329245","D352","4902430762472","4508081","000000000080696683","帮宝适一级帮拉拉裤加大码64片","Baby Care","1","CS",104,104,104,"000000000080750982","104","0064173459","S06--800CS for normal/400CS for water tap","166.9","19105.84","","","","","","","0.000355","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,09/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002920557","2003222613","1355765594","0115329245","D352","6903148283660","100003980995","000000000080682870","帮宝适清新帮纸尿裤大包装小码64片","Baby Care","4","CS",44,44,44,"","","0064173459","S06--800CS for normal/400CS for water tap","309.35","14982.44","","","","","","","0.001422","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,09/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002920557","2003222613","1355765572","0115329249","D352","6903148308486","100031060944","000000000080746221","帮宝适奢宠黑金帮拉拉裤大码26片","Baby Care","3","CS",2,2,2,"","","0064173464","S06--800CS for normal/400CS for water tap","263.43","511.46","","","","","","","0.000433","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,09/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002920557","2003222613","1355765572","0115329249","D352","6903148333310","100033007497","000000000080717833","帮宝适一级帮纸尿裤小包装中码30片","Baby Care","4","CS",1,1,1,"","","0064173464","S06--800CS for normal/400CS for water tap","230","253.18","","","","","","","0.000666","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,08/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002920557","2002921482","1355766149","0115329253","D352","4902430762472","4508081","000000000080696683","帮宝适一级帮拉拉裤加大码64片","Baby Care","1","CS",178,178,178,"000000000080750982","178","0064173470","S06--800CS for normal/400CS for water tap","166.9","32700.38","","","","","","","0.000355","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,08/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002920557","2002921482","1355766149","0115329253","D352","4902430747288","4508087","000000000080697340","帮宝适一级帮拉拉裤加加大码（30+2）片","Baby Care","3","CS",9,9,9,"000000000080751598","9","0064173470","S06--800CS for normal/400CS for water tap","328.5","3254.31","","","","","","","0.000533","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,08/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002920557","2002921482","1355766157","0115329256","D352","4902430679114","4508097","000000000080696695","帮宝适一级帮纸尿裤中码62片X3","Baby Care","3","CS",25,25,25,"","","0064173478","S06--800CS for normal/400CS for water tap","337.43","9285.5","","","","","","","0.001033","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,08/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002920557","2002921482","1355766157","0115329256","D352","6903148344699","100050889878","000000000080758657","帮宝适一级帮拉拉裤加加大码25片","Baby Care","3","CS",40,40,40,"","","0064173478","S06--800CS for normal/400CS for water tap","228.6","10065.2","","","","","","","0.000416","","","","","","",""
"iOMNI eCom","JD Group","JINGDONG","JD Self","06/07/2023 00:00:00",06/07/2023 00:00:00,08/07/2023 00:00:00,"北京京东世纪贸易有限公司","2002920557","2002921482","1355766157","0115329256","D352","6903148343869","100057741269","000000000080754353","帮宝适超薄干爽拉拉裤箱装加加加大码78片","Baby Care","1","CS",29,29,29,"","","0064173478","S06--800CS for normal/400CS for water tap","178.81","5707.78","","","","","","","0.000433","","","","","","",""
