"Order date","Sold-to Party","Ship-to Party","Customer PO No","Sales Order No","Item","Material No","Material Description","Sales UoM","Order Quantity","Delivery Creation Qty","Order Value","Plant","Item Barcode","Order status"
"20230706","2002921582","2002921583","1355728002","115329026","90","80689251","#################16#","CS","2","2","947.54","C810","6.90315E+12","50"
"20230706","2002921611","2002921612","1355728363","115329017","60","80689258","##################9#","CS","1","1","301.94","A716","6.90315E+12","30"
"20230706","2002920557","2002933514","1355728608","115329022","70","80689258","##################9#","CS","2","2","603.88","A672","6.90315E+12","30"
"20230706","2002921600","2002941152","1355728190","115329004","50","80689259","##################14#","CS","2","2","931.18","A680","6.90315E+12","50"
"20230706","2002921611","2002921612","1355728363","115329017","80","80689259","##################14#","CS","2","2","931.18","A716","6.90315E+12","30"
"20230706","2002920557","2002933514","1355728608","115329022","90","80689259","##################14#","CS","2","2","931.18","A672","6.90315E+12","30"
"20230706","2002921577","2002921594","1355728455","115329019","90","80689259","##################14#","CS","3","3","1,396.74","A673","6.90315E+12","30"
"20230706","2002921577","2002921598","1355852344","115330199","60","80689367","####5####(6##)","SW","1","0","0","A673","6.90007E+12","30"
"20230706","2002921577","2002921673","1355852554","115330186","100","80689367","####5####(6##)","SW","6","0","0","A673","6.90007E+12","30"
"20230706","2002921577","2002942308","1355852375","115330180","90","80689367","####5####(6##)","SW","5","0","0","A673","6.90007E+12","50"
"20230706","2002921600","2002921677","1355673321","115329801","210","80689520","PROXBYOLAY#########60ML","CS","5","5","22,767.60","A680","6.90315E+12","50"
"20230706","2002921603","2002921604","1355673724","115329722","170","80689520","PROXBYOLAY#########60ML","CS","1","1","4,553.53","A668","6.90315E+12","50"
"20230706","2002921607","2002921609","1355673397","115330116","150","80689520","PROXBYOLAY#########60ML","CS","4","4","18,214.08","A715","6.90315E+12","50"
"20230706","2002921611","2002921676","1355673452","115330078","170","80689520","PROXBYOLAY#########60ML","CS","1","1","4,553.53","A716","6.90315E+12","30"
"20230706","2002920557","2002921479","1355673565","115330098","130","80689520","PROXBYOLAY#########60ML","CS","2","2","9,107.04","A672","6.90315E+12","30"
"20230706","2002921582","2002921583","1355673677","115329980","260","80689520","PROXBYOLAY#########60ML","CS","5","5","22,767.60","C810","6.90315E+12","50"
"20230706","2002921577","2002921673","1355673500","115330077","210","80689520","PROXBYOLAY#########60ML","CS","4","4","18,214.08","A673","6.90315E+12","50"
"20230706","2002921600","2002921677","1355673321","115329801","190","80689521","PROXBYOLAY#########40ML","CS","2","2","7,031.18","A680","6.90315E+12","50"
"20230706","2002920557","2002921394","1355673617","115329694","200","80689521","PROXBYOLAY#########40ML","CS","10","10","35,155.90","A672","6.90315E+12","50"
"20230706","2002921582","2002921583","1355673677","115329980","240","80689521","PROXBYOLAY#########40ML","CS","25","25","87,889.75","C816","6.90315E+12","50"
"20230706","2002921577","2002921673","1355673500","115330077","190","80689521","PROXBYOLAY#########40ML","CS","17","17","59,765.03","A673","6.90315E+12","50"
"20230706","2002921600","2002921601","1355765059","115329555","10","80690178","##############26#X3","CS","21","21","4,830.63","A680","6.90315E+12","50"
"20230706","2002921600","2003190193","1355765001","115329578","20","80690178","##############26#X3","CS","1","1","230.03","A680","6.90315E+12","30"
"20230706","2002921603","2002941103","1355764605","115329635","20","80690178","##############26#X3","CS","12","12","2,760.36","A668","6.90315E+12","30"
"20230706","2002921611","2002941153","1355764266","115329663","30","80690178","##############26#X3","CS","3","3","690.09","A716","6.90315E+12","30"
"20230706","2002920557","2003175465","1355763711","115329325","20","80690178","##############26#X3","CS","11","11","2,530.33","A672","6.90315E+12","30"
"20230706","2002920557","2003213268","1355764816","115329311","20","80690178","##############26#X3","CS","26","26","5,980.78","A672","6.90315E+12","30"
"20230706","2002920557","2003222613","1355765586","115329235","20","80690178","##############26#X3","CS","63","63","14,491.89","A672","6.90315E+12","30"
"20230706","2002921582","2002921587","1355764343","115329415","10","80690178","##############26#X3","CS","146","146","33,584.38","C816","6.90315E+12","50"
"20230706","2002921582","2003237263","1355765802","115329439","30","80690178","##############26#X3","CS","16","16","3,680.48","C816","6.90315E+12","50"
"20230706","2002921577","2002921598","1355765725","115329294","20","80690178","##############26#X3","CS","53","53","12,191.59","A673","6.90315E+12","30"
"20230706","2002921600","2002941152","1355819237","115330142","50","80690289","########400ml*2###+##","CS","1","1","427.54","A680","6.90315E+12","50"
"20230706","2002921603","2002921604","1355819798","115330009","120","80690289","########400ml*2###+##","CS","1","1","427.54","A668","6.90315E+12","50"
"20230706","2002920557","2002921387","1355818720","115329883","210","80690289","########400ml*2###+##","CS","2","2","855.08","A672","6.90315E+12","30"
"20230706","2002921577","2002942308","1355817659","115329790","180","80690289","########400ml*2###+##","CS","3","3","1,282.62","A673","6.90315E+12","40"
"20230706","2002921600","2002941152","1355819237","115330142","40","80690292","Olay#########730ml*12","CS","3","0","0","A680","6.90315E+12","50"
"20230706","2002921603","2002921604","1355819803","115330063","140","80690292","Olay#########730ml*12","CS","4","0","0","A668","6.90315E+12","50"
"20230706","2002921607","2002921609","1355818597","115330072","160","80690292","Olay#########730ml*12","CS","6","0","0","A715","6.90315E+12","50"
"20230706","2002921611","2002921612","1355820028","115330023","170","80690292","Olay#########730ml*12","CS","2","0","0","A716","6.90315E+12","30"
"20230706","2002920557","2002921387","1355818714","115329851","220","80690292","Olay#########730ml*12","CS","3","3","1,110.96","A672","6.90315E+12","30"
"20230706","2002920557","2002921479","1355819572","115329893","130","80690292","Olay#########730ml*12","CS","3","3","1,110.96","A672","6.90315E+12","30"
"20230706","2002921582","2002921583","1355818284","115329892","120","80690292","Olay#########730ml*12","CS","10","0","0","C816","6.90315E+12","50"
"20230706","2002921582","2002921587","1355817972","115329869","180","80690292","Olay#########730ml*12","CS","3","0","0","C816","6.90315E+12","50"
"20230706","2002921577","2002921595","1355818870","115329885","130","80690292","Olay#########730ml*12","CS","2","2","740.64","A673","6.90315E+12","30"
"20230706","2002921577","2002921598","1355820499","115330134","130","80690292","Olay#########730ml*12","CS","2","2","740.64","A673","6.90315E+12","30"
"20230706","2002921577","2002942308","1355817659","115329790","140","80690292","Olay#########730ml*12","CS","2","2","740.64","A673","6.90315E+12","40"
"20230706","2002921603","2002921604","1355819798","115330009","90","80690336","#############400ml*2","CS","9","9","3,847.86","A668","6.90315E+12","50"
"20230706","2002921611","2002921612","1355820028","115330023","180","80690336","#############400ml*2","CS","1","1","427.54","A716","6.90315E+12","30"
"20230706","2002921582","2002921587","1355817974","115329989","30","80690336","#############400ml*2","CS","1","1","427.54","C816","6.90315E+12","50"
"20230706","2002921577","2002921595","1355818869","115329870","180","80690336","#############400ml*2","CS","6","6","2,565.24","A673","6.90315E+12","30"
"20230706","2002921577","2002921598","1355820488","115329902","160","80690336","#############400ml*2","CS","6","6","2,565.24","A673","6.90315E+12","30"
"20230706","2002921577","2002942308","1355817659","115329790","150","80690336","#############400ml*2","CS","5","5","2,137.70","A673","6.90315E+12","40"
"20230706","2002921600","2002921678","1355618929","115328786","60","80690340","######4D#########17###","CS","3","3","773.4","A680","4.90243E+12","50"
"20230706","2002921607","2002921610","1355618810","115330006","80","80690340","######4D#########17###","CS","1","1","257.8","A715","4.90243E+12","50"
"20230706","2002920557","2002921482","1355619386","115328745","30","80690340","######4D#########17###","CS","5","5","1,289.00","A672","4.90243E+12","30"
"20230706","2002921582","2002921587","1355619127","115328759","70","80690340","######4D#########17###","CS","2","2","515.62","C816","4.90243E+12","50"
"20230706","2002920557","2002921387","1355733192","115329063","230","80691169","###########460GX12","CS","4","4","2,384.28","A672","6.90315E+12","30"
"20230706","2002921577","2002921595","1355734788","115329061","220","80691169","###########460GX12","CS","12","12","7,152.84","A673","6.90315E+12","50"
"20230706","2002921600","2002941152","1355733996","115330151","170","80691171","###########700GX6","CS","5","5","2,048.90","A680","6.90315E+12","50"
"20230706","2002921603","2002921604","1355735165","115330002","110","80691171","###########700GX6","CS","2","2","819.58","A668","6.90315E+12","50"
"20230706","2002921607","2002921609","1355732907","115329081","180","80691171","###########700GX6","CS","4","4","1,639.12","A715","6.90315E+12","50"
"20230706","2002920557","2002921387","1355733191","115329051","60","80691171","###########700GX6","CS","17","17","6,966.26","A672","6.90315E+12","30"
"20230706","2002920557","2003175464","1355733602","115330039","70","80691171","###########700GX6","CS","1","1","409.79","A672","6.90315E+12","30"
"20230706","2002921582","2002921583","1355734261","115329113","150","80691171","###########700GX6","CS","4","4","1,639.12","C810","6.90315E+12","50"
"20230706","2002921582","2002921587","1355735028","115330089","210","80691171","###########700GX6","CS","2","2","819.58","C816","6.90315E+12","50"
"20230706","2002921607","2002921609","1355852591","115330208","40","80691371","##Venus########1##2##","SW","27","27","7,936.11","A715","4.98718E+12","50"
"20230706","2002921611","2002921676","1355852236","115330187","10","80691371","##Venus########1##2##","SW","25","25","7,348.25","A716","4.98718E+12","30"
"20230706","2002920557","2002921394","1355852523","115330173","10","80691371","##Venus########1##2##","SW","33","33","9,699.69","A672","4.98718E+12","50"
"20230706","2002921577","2002921598","1355852343","115330189","10","80691371","##Venus########1##2##","SW","3","3","881.79","A673","4.98718E+12","50"
"20230706","2002921577","2002921673","1355852556","115330193","20","80691371","##Venus########1##2##","SW","139","139","40,856.27","A673","4.98718E+12","30"
"20230706","2002921607","2002921609","1355852591","115330208","10","80691372","##Venus#######","SW","3","3","1,014.09","A715","7.70202E+12","50"
"20230706","2002921611","2002921612","1355733381","115329083","30","80691378","############150GX12","CS","1","1","221.46","A716","6.90315E+12","30"
"20230706","2002920557","2002921387","1355733192","115329063","40","80691378","############150GX12","CS","2","2","442.9","D352","6.90315E+12","30"
"20230706","2002921582","2002921587","1355735028","115330089","30","80691378","############150GX12","CS","1","1","221.46","C816","6.90315E+12","50"
"20230706","2002921577","2002921595","1355734788","115329061","40","80691378","############150GX12","CS","1","1","221.46","A673","6.90315E+12","50"
"20230706","2002921577","2002942308","1355732737","115330005","30","80691378","############150GX12","CS","1","1","221.46","A673","6.90315E+12","40"
"20230706","2002921603","2002921604","1355735165","115330002","60","80691379","############150GX12","CS","2","2","902.08","A668","6.90315E+12","50"
"20230706","2002920557","2002921387","1355733192","115329063","80","80691379","############150GX12","CS","4","4","1,804.16","A672","6.90315E+12","30"
"20230706","2002920557","2003175464","1355733602","115330039","50","80691379","############150GX12","CS","2","2","902.08","A672","6.90315E+12","30"
"20230706","2002920557","2003241647","1355732579","115329986","50","80691379","############150GX12","CS","1","1","451.05","A672","6.90315E+12","30"
"20230706","2002921582","2002921583","1355734261","115329113","70","80691379","############150GX12","CS","5","5","2,255.20","C816","6.90315E+12","50"
"20230706","2002921582","2002921587","1355735028","115330089","100","80691379","############150GX12","CS","1","1","451.05","C816","6.90315E+12","50"
"20230706","2002921577","2002921595","1355734788","115329061","90","80691379","############150GX12","CS","4","4","1,804.16","A673","6.90315E+12","50"
"20230706","2002921577","2002921598","1355735423","115330096","80","80691379","############150GX12","CS","1","1","451.05","A673","6.90315E+12","30"
"20230706","2002921577","2002942308","1355732737","115330005","60","80691379","############150GX12","CS","5","5","2,255.20","A673","6.90315E+12","40"
"20230706","2002920557","2002921387","1355733192","115329063","90","80691380","#########200GX24","CS","1","1","632.92","D352","6.90315E+12","30"
"20230706","2002921577","2002921595","1355734788","115329061","100","80691380","#########200GX24","CS","1","1","632.92","A673","6.90315E+12","50"
"20230706","2002921600","2002941152","1355733996","115330151","10","80691388","#########400GX12","CS","3","3","1,682.13","A680","6.90315E+12","50"
"20230706","2002921603","2002921604","1355735165","115330002","30","80691388","#########400GX12","CS","8","8","4,485.68","A668","6.90315E+12","50"
"20230706","2002921607","2002921609","1355732907","115329081","20","80691388","#########400GX12","CS","1","1","560.69","A715","6.90315E+12","50"
"20230706","2002921582","2002921583","1355734261","115329113","30","80691388","#########400GX12","CS","61","61","34,203.31","C816","6.90315E+12","50"
"20230706","2002921582","2002921587","1355735028","115330089","10","80691388","#########400GX12","CS","6","6","3,364.26","C816","6.90315E+12","50"
"20230706","2002921577","2002921598","1355735423","115330096","20","80691388","#########400GX12","CS","10","10","5,607.10","A673","6.90315E+12","30"
"20230706","2002921577","2002942308","1355732737","115330005","20","80691388","#########400GX12","CS","39","39","21,867.69","D901","6.90315E+12","30"
"20230706","2002921600","2002921677","1355852481","115330171","10","80691394","##Venus###########","SW","1","1","374.29","A680","6.90007E+12","50"
"20230706","2002921603","2002921604","1355852314","115330172","20","80691394","##Venus###########","SW","1","1","374.29","A668","6.90007E+12","50"
"20230706","2002921607","2002921609","1355852591","115330208","30","80691394","##Venus###########","SW","1","1","374.29","A715","6.90007E+12","50"
"20230706","2002920557","2002921479","1355852150","115330177","10","80691394","##Venus###########","SW","1","1","374.29","A672","6.90007E+12","30"
"20230706","2002920557","2002921394","1355852523","115330173","20","80691395","##Venus###########3###","SW","2","2","893.52","A672","6.90007E+12","50"
"20230706","2002921603","2002921604","1355735165","115330002","10","80691397","#########400GX12","CS","1","1","560.69","A668","6.90315E+12","50"
"20230706","2002920557","2002921387","1355733192","115329063","10","80691397","#########400GX12","CS","4","4","2,242.80","A672","6.90315E+12","30"
"20230706","2002920557","2003241647","1355732579","115329986","10","80691397","#########400GX12","CS","1","1","560.69","A672","6.90315E+12","30"
"20230706","2002921582","2002921583","1355734261","115329113","10","80691397","#########400GX12","CS","3","3","1,682.13","C810","6.90315E+12","50"
"20230706","2002920557","2002921387","1355733191","115329051","30","80691398","#########400GX6","CS","1","1","263.22","D352","6.90315E+12","30"
"20230706","2002920557","2003175464","1355733602","115330039","30","80691398","#########400GX6","CS","1","1","263.22","A672","6.90315E+12","30"
"20230706","2002921582","2002921587","1355735028","115330089","80","80691398","#########400GX6","CS","1","1","263.22","C816","6.90315E+12","50"
"20230706","2002921603","2002921604","1355735165","115330002","20","80691400","#########400GX6","CS","1","0","0","A668","6.90315E+12","50"
"20230706","2002921607","2002921609","1355732907","115329081","10","80691400","#########400GX6","CS","1","0","0","A715","6.90315E+12","50"
"20230706","2002920557","2002921387","1355733191","115329051","10","80691400","#########400GX6","CS","1","0","0","A672","6.90315E+12","30"
"20230706","2002920557","2003175464","1355733602","115330039","10","80691400","#########400GX6","CS","1","0","0","A672","6.90315E+12","30"
"20230706","2002920557","2003241647","1355732579","115329986","20","80691400","#########400GX6","CS","1","0","0","A672","6.90315E+12","30"
"20230706","2002921582","2002921583","1355734261","115329113","20","80691400","#########400GX6","CS","1","0","0","C816","6.90315E+12","50"
"20230706","2002921577","2002921595","1355734788","115329061","10","80691400","#########400GX6","CS","1","0","0","A673","6.90315E+12","50"
"20230706","2002921577","2002921598","1355735423","115330096","10","80691400","#########400GX6","CS","1","0","0","A673","6.90315E+12","30"
"20230706","2002921577","2002942308","1355732737","115330005","10","80691400","#########400GX6","CS","1","0","0","A673","6.90315E+12","40"
"20230706","2002921582","2002921587","1355735028","115330089","280","80691402","#########500GX12","CS","1","1","701.02","C816","6.90315E+12","50"
"20230706","2002921600","2002941152","1355733996","115330151","20","80691421","#########750GX12","CS","4","4","3,763.32","A680","6.90315E+12","50"
"20230706","2002921607","2002921609","1355732907","115329081","30","80691421","#########750GX12","CS","6","6","5,645.04","A715","6.90315E+12","50"
"20230706","2002921611","2002921612","1355733381","115329083","10","80691421","#########750GX12","CS","4","4","3,763.32","A716","6.90315E+12","30"
"20230706","2002920557","2002921387","1355733192","115329063","20","80691421","#########750GX12","CS","7","7","6,585.81","D352","6.90315E+12","30"
"20230706","2002920557","2003241647","1355732579","115329986","30","80691421","#########750GX12","CS","3","3","2,822.49","A672","6.90315E+12","30"
"20230706","2002921582","2002921583","1355734261","115329113","40","80691421","#########750GX12","CS","6","6","5,645.04","C810","6.90315E+12","50"
"20230706","2002921582","2002921587","1355735028","115330089","20","80691421","#########750GX12","CS","3","3","2,822.49","C816","6.90315E+12","50"
"20230706","2002921577","2002921595","1355734788","115329061","20","80691421","#########750GX12","CS","17","17","15,994.11","A673","6.90315E+12","50"
"20230706","2002921577","2002921598","1355735423","115330096","30","80691421","#########750GX12","CS","2","2","1,881.68","A673","6.90315E+12","30"
"20230706","2002921600","2002941152","1355733996","115330151","30","80691427","#########750GX6","CS","2","2","883.46","A680","6.90315E+12","50"
"20230706","2002921603","2002921604","1355735165","115330002","40","80691427","#########750GX6","CS","4","4","1,766.88","A668","6.90315E+12","50"
"20230706","2002921607","2002921609","1355732907","115329081","40","80691427","#########750GX6","CS","10","10","4,417.20","A715","6.90315E+12","50"
"20230706","2002921611","2002921612","1355733381","115329083","20","80691427","#########750GX6","CS","2","2","883.46","A716","6.90315E+12","30"
"20230706","2002920557","2002921387","1355733192","115329063","30","80691427","#########750GX6","CS","27","27","11,926.44","A672","6.90315E+12","30"
"20230706","2002920557","2003175464","1355733602","115330039","20","80691427","#########750GX6","CS","3","3","1,325.13","A672","6.90315E+12","30"
"20230706","2002921577","2002921595","1355734788","115329061","30","80691427","#########750GX6","CS","22","22","9,717.84","A673","6.90315E+12","50"
"20230706","2002921577","2002921598","1355735423","115330096","40","80691427","#########750GX6","CS","1","1","441.72","A673","6.90315E+12","30"
"20230706","2002920557","2002921387","1355733192","115329063","100","80691428","#########750GX6","CS","2","2","883.46","A672","6.90315E+12","30"
"20230706","2002921582","2002921587","1355735028","115330089","110","80691428","#########750GX6","CS","1","1","441.72","C816","6.90315E+12","50"
"20230706","2002921577","2002921598","1355735423","115330096","100","80691428","#########750GX6","CS","2","2","883.46","A673","6.90315E+12","30"
"20230706","2002921600","2002941152","1355733996","115330151","70","80691429","#########750GX6","CS","3","3","1,325.13","A680","6.90315E+12","50"
"20230706","2002921603","2002921604","1355735165","115330002","50","80691429","#########750GX6","CS","4","4","1,766.88","A668","6.90315E+12","50"
"20230706","2002921607","2002921609","1355732907","115329081","70","80691429","#########750GX6","CS","3","3","1,325.13","A715","6.90315E+12","50"
"20230706","2002921611","2002921612","1355733381","115329083","50","80691429","#########750GX6","CS","2","2","883.46","A716","6.90315E+12","30"
"20230706","2002920557","2002921387","1355733192","115329063","70","80691429","#########750GX6","CS","15","15","6,625.80","A672","6.90315E+12","30"
"20230706","2002920557","2003175464","1355733602","115330039","40","80691429","#########750GX6","CS","5","5","2,208.60","A672","6.90315E+12","30"
"20230706","2002921582","2002921587","1355735028","115330089","90","80691429","#########750GX6","CS","4","4","1,766.88","C816","6.90315E+12","50"
"20230706","2002921577","2002921595","1355734788","115329061","80","80691429","#########750GX6","CS","9","9","3,975.48","A673","6.90315E+12","50"
"20230706","2002921600","2002921678","1355618926","115330113","60","80691629","###############3kg","CS","4","4","864.08","A680","6.90315E+12","50"
"20230706","2002921603","2002941104","1355618979","115329964","20","80691629","###############3kg","CS","3","3","648.06","A668","6.90315E+12","50"
"20230706","2002921607","2002921610","1355618804","115328776","70","80691629","###############3kg","CS","3","3","648.06","A715","6.90315E+12","50"
"20230706","2002920557","2002921386","1355619185","115328757","60","80691629","###############3kg","CS","18","18","3,888.36","A672","6.90315E+12","50"
"20230706","2002920557","2002921500","1355619310","115330129","40","80691629","###############3kg","CS","6","6","1,296.12","A672","6.90315E+12","30"
"20230706","2002921582","2002921587","1355619127","115328759","60","80691629","###############3kg","CS","2","2","432.04","C816","6.90315E+12","50"
"20230706","2002921582","2002921589","1355619229","115328750","50","80691629","###############3kg","CS","7","7","1,512.14","C816","6.90315E+12","50"
"20230706","2002921577","2002921674","1355618711","115330111","10","80691629","###############3kg","CS","9","9","1,944.18","A673","6.90315E+12","30"
"20230706","2002921577","2003241433","1355619482","115330046","30","80691629","###############3kg","CS","10","10","2,160.20","A673","6.90315E+12","40"
"20230706","2002921600","2003190193","1355618478","115328783","70","80691634","#################700g","CS","1","1","126.23","A680","6.90315E+12","30"
"20230706","2002920557","2002941154","1355618635","115330114","20","80691634","#################700g","CS","16","16","2,019.68","A672","6.90315E+12","30"
"20230706","2002921577","2002921598","1355619071","115329987","80","80691634","#################700g","CS","5","5","631.15","A673","6.90315E+12","40"
"20230706","2002921577","2002921674","1355618713","115330121","60","80691634","#################700g","CS","9","9","1,136.07","A673","6.90315E+12","30"
"20230706","2002921577","2003241433","1355619481","115330034","50","80691634","#################700g","CS","2","2","252.46","A673","6.90315E+12","40"
"20230706","2002920557","2002921386","1355619185","115328757","80","80691642","##############200g","CS","3","3","783.96","A672","6.90315E+12","50"
"20230706","2002920557","2002921482","1355619386","115328745","80","80691666","##############200g","CS","1","1","261.31","A672","6.90315E+12","30"
"20230706","2002921607","2002921609","1355732903","115330033","200","80691668","#######500g+500g+80g","CS","55","55","22,965.80","A715","6.90315E+12","50"
"20230706","2002920557","2002921387","1355733199","115329050","230","80691668","#######500g+500g+80g","CS","35","35","14,614.95","A672","6.90315E+12","30"
"20230706","2002920557","2003175464","1355733585","115330050","100","80691668","#######500g+500g+80g","CS","129","129","53,866.53","A672","6.90315E+12","30"
"20230706","2002920557","2003241647","1355732577","115329008","110","80691668","#######500g+500g+80g","CS","83","83","34,658.31","A672","6.90315E+12","30"
"20230706","2002921582","2002921583","1355734228","115329095","170","80691668","#######500g+500g+80g","CS","153","153","63,888.21","C810","6.90315E+12","50"
"20230706","2002921582","2002921587","1355735027","115330105","240","80691668","#######500g+500g+80g","CS","41","41","17,120.37","C816","6.90315E+12","50"
"20230706","2002921577","2002921595","1355734781","115329048","210","80691668","#######500g+500g+80g","CS","18","18","7,516.26","A673","6.90315E+12","30"
"20230706","2002921577","2002921598","1355735426","115330028","110","80691668","#######500g+500g+80g","CS","10","10","4,175.70","A673","6.90315E+12","30"
"20230706","2002921582","2002921587","1355817973","115329881","10","80691733","OLAY#########30ml*2+10ml*6","CS","3","0","0","C816","6.90315E+12","99"
"20230706","2002921600","2002941152","1355733996","115330151","200","80692124","###########(12MLX5)X12","CS","4","0","0","A680","6.90315E+12","50"
"20230706","2002921607","2002921609","1355732907","115329081","220","80692124","###########(12MLX5)X12","CS","2","2","1,449.48","A715","6.90315E+12","50"
"20230706","2002921611","2002921612","1355733381","115329083","110","80692124","###########(12MLX5)X12","CS","1","1","724.74","A716","6.90315E+12","30"
"20230706","2002920557","2002921387","1355733192","115329063","250","80692124","###########(12MLX5)X12","CS","2","2","1,449.48","A672","6.90315E+12","30"
"20230706","2002920557","2003241647","1355732579","115329986","120","80692124","###########(12MLX5)X12","CS","1","1","724.74","A672","6.90315E+12","30"
"20230706","2002921582","2002921583","1355734261","115329113","190","80692124","###########(12MLX5)X12","CS","1","1","724.74","C816","6.90315E+12","50"
"20230706","2002921577","2002921595","1355734788","115329061","270","80692124","###########(12MLX5)X12","CS","3","3","2,174.22","A673","6.90315E+12","50"
"20230706","2002921600","2002921678","1355618931","115328789","50","80692673","#########2KG*2+####700GX2","CS","52","52","4,407.52","A680","6.90315E+12","50"
"20230706","2002921577","2002942308","1355618518","115329982","80","80692673","#########2KG*2+####700GX2","CS","75","75","6,357.00","A673","6.90315E+12","50"
"20230706","2002921600","2002921678","1355618926","115330113","80","80692701","#############3kgX2+200gX4","CS","149","149","15,460.24","A680","6.90315E+12","50"
"20230706","2002921607","2002921610","1355618804","115328776","80","80692701","#############3kgX2+200gX4","CS","150","150","15,564.00","A715","6.90315E+12","50"
"20230706","2002921582","2003237263","1355619533","115330127","30","80692701","#############3kgX2+200gX4","CS","33","33","3,424.08","C816","6.90315E+12","50"
"20230706","2002921582","2002921590","1355079716_cut","115326989","20","80692703","#############2KGX2+500GX4","CS","1","0","0","C816","6.90315E+12","99"
"20230706","2002920557","2002921394","1355852522","115330200","80","80693709","#######1##4##1##+###50g","CS","19","19","23,767.86","A672","6.90007E+12","50"
"20230706","2002921582","2002921587","1355852276","115330182","120","80693709","#######1##4##1##+###50g","CS","1","1","1,250.94","C816","6.90007E+12","50"
"20230706","2002921603","2002921604","1355735169","115329074","10","80693827","#############400GX12","CS","11","11","5,714.94","A668","6.90315E+12","50"
"20230706","2002920557","2003175464","1355733597","115329060","10","80693827","#############400GX12","CS","5","5","2,597.70","A672","6.90315E+12","30"
"20230706","2002921582","2002921583","1355734238","115330126","10","80693827","#############400GX12","CS","20","20","10,390.80","C810","6.90315E+12","50"
"20230706","2002921582","2002921587","1355735024","115330008","10","80693827","#############400GX12","CS","4","4","2,078.16","C816","6.90315E+12","50"
"20230706","2002921577","2002921598","1355735416","115329062","10","80693827","#############400GX12","CS","3","3","1,558.59","A673","6.90315E+12","40"
"20230706","2002921577","2002942308","1355732724","115329010","10","80693827","#############400GX12","CS","1","1","519.53","A673","6.90315E+12","50"
"20230706","2002921600","2002941152","1355734004","115329157","190","80693838","#############500GX12","CS","9","0","0","A680","6.90315E+12","50"
"20230706","2002921603","2002921604","1355735169","115329074","140","80693838","#############500GX12","CS","2","2","1,237.20","A668","6.90315E+12","50"
"20230706","2002921607","2002921609","1355732899","115330102","110","80693838","#############500GX12","CS","5","5","3,092.95","A715","6.90315E+12","50"
"20230706","2002920557","2002921387","1355733188","115329043","180","80693838","#############500GX12","CS","4","4","2,474.36","A672","6.90315E+12","30"
"20230706","2002921582","2002921583","1355734238","115330126","130","80693838","#############500GX12","CS","8","8","4,948.80","C816","6.90315E+12","50"
"20230706","2002921582","2002921587","1355735024","115330008","130","80693838","#############500GX12","CS","1","1","618.58","C816","6.90315E+12","50"
"20230706","2002921577","2002921595","1355734783","115329065","20","80693838","#############500GX12","CS","32","32","19,794.88","A673","6.90315E+12","30"
"20230706","2002921600","2002941152","1355734004","115329157","20","80693844","#############400GX12","CS","20","20","10,390.80","A680","6.90315E+12","50"
"20230706","2002920557","2002921387","1355733188","115329043","20","80693844","#############400GX12","CS","1","1","519.53","D352","6.90315E+12","30"
"20230706","2002920557","2003241647","1355732572","115329015","20","80693844","#############400GX12","CS","1","1","519.53","A672","6.90315E+12","30"
"20230706","2002921577","2002921598","1355735416","115329062","30","80693844","#############400GX12","CS","3","3","1,558.59","A673","6.90315E+12","40"
"20230706","2002921577","2002942308","1355732724","115329010","20","80693844","#############400GX12","CS","7","7","3,636.78","A673","6.90315E+12","50"
"20230706","2002921600","2002941152","1355734004","115329157","30","80693850","#############400GX12","CS","23","23","11,949.42","A680","6.90315E+12","50"
"20230706","2002921607","2002921609","1355732899","115330102","20","80693850","#############400GX12","CS","1","1","519.53","A715","6.90315E+12","50"
"20230706","2002921582","2002921583","1355734238","115330126","30","80693850","#############400GX12","CS","23","23","11,949.42","C810","6.90315E+12","50"
"20230706","2002921577","2002921598","1355735416","115329062","40","80693850","#############400GX12","CS","7","7","3,636.78","A673","6.90315E+12","40"
"20230706","2002921577","2002942308","1355732724","115329010","30","80693850","#############400GX12","CS","19","19","9,871.26","A673","6.90315E+12","50"
"20230706","2002921600","2002941152","1355734004","115329157","110","80694111","#############1KGX6","CS","17","17","8,161.02","A680","6.90315E+12","50"
"20230706","2002921603","2002921604","1355735169","115329074","70","80694111","#############1KGX6","CS","58","58","27,844.06","A668","6.90315E+12","50"
"20230706","2002921607","2002921609","1355732899","115330102","50","80694111","#############1KGX6","CS","52","52","24,963.64","A715","6.90315E+12","50"
"20230706","2002921611","2002921612","1355733377","115329073","50","80694111","#############1KGX6","CS","17","17","8,161.02","A716","6.90315E+12","50"
"20230706","2002920557","2003175464","1355733597","115329060","20","80694111","#############1KGX6","CS","28","28","13,441.96","A672","6.90315E+12","30"
"20230706","2002921582","2002921583","1355734238","115330126","80","80694111","#############1KGX6","CS","3","3","1,440.21","C810","6.90315E+12","50"
"20230706","2002921582","2002921587","1355735024","115330008","60","80694111","#############1KGX6","CS","57","57","27,363.99","C816","6.90315E+12","50"
"20230706","2002921577","2002921595","1355734783","115329065","10","80694111","#############1KGX6","CS","81","81","38,885.67","A673","6.90315E+12","30"
"20230706","2002921577","2002921598","1355735416","115329062","60","80694111","#############1KGX6","CS","19","19","9,121.33","A673","6.90315E+12","40"
