VBELN,POSNR,MATNR,KDMAT
0115347713,2340,000000000080730501,80730501
0115347713,2341,000000000080730501,80730501
0115347713,2350,000000000080686739,80686739
0115347713,2351,000000000080686739,80686739
0115347713,2360,000000000080696555,80696555
0115347713,2370,000000000080702686,80702686
0115347713,2371,000000000080702686,80702686
0115347713,2380,000000000080733191,80733191
0115347713,2390,000000000080709916,80709916
0115347713,2391,000000000080709916,80709916
0115347713,2400,000000000080709919,80709919
0115347713,2401,000000000080709919,80709919
0115347713,2410,000000000080709920,80709920
0115347713,2411,000000000080709920,80709920
0115347713,2420,000000000080709918,80709918
0115347713,2421,000000000080709918,80709918
0115347713,2430,000000000080726539,80726539
0115347713,2431,000000000080726539,80726539
0115347713,2440,000000000080733187,80733187
0115347713,2450,000000000080737421,80737421
0115347713,2460,000000000080733234,80733234
0115347713,2470,000000000080736039,80736039
0115347713,2480,000000000080690289,80690289
0115347713,2481,000000000080690289,80690289
0115347713,2490,000000000080710409,80710409
0115347713,2500,000000000080710410,80710410
0115347713,2510,000000000080745227,80745227
0115347734,10,000000000080714622,80714622
0115347734,20,000000000080696312,80696312
0115347734,30,000000000080696313,80696313
0115347734,40,000000000080718535,80718535
0115347734,50,000000000082293547,82293547
0115347734,51,000000000082293547,82293547
0115347734,60,000000000082276369,82276369
0115347734,70,000000000080754036,80754036
0115347734,80,000000000080754034,80754034
0115347734,90,000000000080725845,80725845
0115347734,91,000000000080725845,80725845
0115347734,100,000000000080713973,80713973
0115347734,110,000000000080713972,80713972
0115347734,120,000000000080713974,80713974
0115347734,130,000000000080713976,80713976
0115347734,140,000000000080745945,80745945
0115347734,150,000000000080751313,80751313
0115347734,160,000000000080751314,80751314
0115347734,170,000000000080751315,80751315
0115347734,180,000000000082325533,82325533
0115347734,181,000000000082325533,82325533
0115347734,190,000000000082325543,82325543
0115347734,191,000000000082325543,82325543
0115347734,200,000000000080721763,80721763
0115347734,210,000000000080741545,80741545
0115347734,220,000000000080741542,80741542
0115347734,230,000000000080751770,80751770
0115347734,240,000000000080725127,80725127
0115347734,250,000000000080725125,80725125
0115347734,260,000000000082325521,82325521
0115347734,261,000000000082325521,82325521
0115347734,270,000000000080741548,80741548
0115347734,280,000000000080741553,80741553
0115347734,290,000000000080721760,80721760
0115347734,300,000000000080741547,80741547
0115347734,310,000000000080741541,80741541
0115347734,320,000000000082325519,82325519
0115347734,321,000000000082325519,82325519
0115347734,330,000000000082325522,82325522
0115347734,331,000000000082325522,82325522
0115347734,340,000000000080745853,80745853
0115347734,350,000000000080721761,80721761
0115347734,360,000000000080742026,80742026
0115347734,370,000000000082325565,82325565
0115347734,371,000000000082325565,82325565
0115347734,380,000000000080725623,80725623
0115347734,390,000000000080725624,80725624
0115347734,400,000000000080725625,80725625
0115347734,410,000000000080725626,80725626
0115347734,420,000000000080738483,80738483
0115347734,430,000000000080745954,80745954
0115347734,440,000000000080745953,80745953
0115347734,450,000000000080745952,80745952
0115347734,460,000000000080740618,80740618
0115347734,470,000000000080740760,80740760
0115347734,480,000000000080752312,80752312
0115347734,490,000000000080751536,80751536
0115347734,500,000000000080717305,80717305
0115347734,510,000000000080717307,80717307
0115347734,520,000000000080717313,80717313
0115347734,530,000000000080717303,80717303
0115347734,540,000000000080693827,80693827
0115347734,541,000000000080693827,80693827
0115347734,550,000000000080721962,80721962
0115347734,560,000000000080721963,80721963
0115347734,570,000000000080721969,80721969
0115347734,580,000000000080721991,80721991
0115347734,590,000000000080693844,80693844
0115347734,591,000000000080693844,80693844
0115347734,600,000000000080693850,80693850
0115347734,601,000000000080693850,80693850
0115347734,610,000000000080693852,80693852
0115347734,611,000000000080693852,80693852
0115347734,620,000000000080694111,80694111
0115347734,621,000000000080694111,80694111
0115347734,630,000000000080721965,80721965
0115347734,640,000000000080694114,80694114
0115347734,641,000000000080694114,80694114
0115347734,650,000000000080694119,80694119
0115347734,651,000000000080694119,80694119
0115347734,660,000000000080717297,80717297
0115347734,670,000000000080764967,80764967
0115347734,680,000000000080764965,80764965
0115347734,690,000000000080764966,80764966
0115347734,700,000000000080758005,80758005
0115347734,710,000000000080703935,80703935
0115347734,720,000000000080736221,80736221
0115347734,730,000000000080721990,80721990
0115347734,740,000000000082290103,82290103
0115347734,750,000000000082290104,82290104
0115347734,760,000000000082290106,82290106
0115347734,770,000000000080717308,80717308
0115347734,780,000000000080738843,80738843
0115347734,790,000000000080744720,80744720
0115347734,800,000000000082324239,82324239
0115347734,801,000000000082324239,82324239
0115347734,810,000000000082322920,82322920
0115347734,811,000000000082322920,82322920
0115347734,820,000000000082322921,82322921
0115347734,821,000000000082322921,82322921
0115347734,830,000000000080695956,80695956
0115347734,840,000000000080695960,80695960
0115347734,850,000000000080695959,80695959
0115347734,860,000000000080693628,80693628
0115347734,870,000000000080752457,80752457
0115347734,880,000000000083739445,83739445
0115347734,881,000000000083739445,83739445
0115347734,890,000000000080707897,80707897
0115347734,900,000000000080738392,80738392
0115347734,910,000000000080735139,80735139
0115347734,920,000000000080735140,80735140
0115347734,930,000000000080684708,80684708
0115347734,940,000000000080684706,80684706
0115347734,950,000000000080698212,80698212
0115347734,960,000000000082170042,82170042
0115347734,970,000000000082279485,82279485
0115347734,980,000000000082276751,82276751
0115347734,990,000000000082276748,82276748
0115347734,1000,000000000082276750,82276750
0115347734,1010,000000000082182401,82182401
0115347734,1020,000000000082297058,82297058
0115347734,1030,000000000082289667,82289667
0115347734,1031,000000000082289667,82289667
0115347734,1040,000000000082289668,82289668
0115347734,1041,000000000082289668,82289668
0115347734,1050,000000000082289666,82289666
0115347734,1051,000000000082289666,82289666
0115347734,1060,000000000080741457,80741457
0115347734,1070,000000000080741456,80741456
0115347734,1080,000000000082326936,82326936
0115347734,1081,000000000082326936,82326936
0115347734,1090,000000000080715460,80715460
0115347734,1091,000000000080715460,80715460
0115347734,1100,000000000080736982,80736982
0115347734,1101,000000000080736982,80736982
0115347734,1110,000000000082326900,82326900
0115347734,1111,000000000082326900,82326900
0115347734,1120,000000000082326899,82326899
0115347734,1121,000000000082326899,82326899
0115347734,1130,000000000080700917,80700917
0115347734,1131,000000000080700917,80700917
0115347734,1140,000000000080741469,80741469
0115347734,1150,000000000080741463,80741463
0115347734,1160,000000000080741470,80741470
0115347734,1170,000000000082326898,82326898
0115347734,1171,000000000082326898,82326898
0115347734,1180,000000000082326945,82326945
0115347734,1181,000000000082326945,82326945
0115347734,1190,000000000080741458,80741458
0115347734,1200,000000000080715462,80715462
0115347734,1201,000000000080715462,80715462
0115347734,1210,000000000080727511,80727511
0115347734,1211,000000000080727511,80727511
0115347734,1220,000000000082326949,82326949
0115347734,1230,000000000082326891,82326891
0115347734,1240,000000000080698830,80698830
0115347734,1241,000000000080698830,80698830
0115347734,1250,000000000080738838,80738838
0115347734,1260,000000000082326875,82326875
0115347734,1261,000000000082326875,82326875
0115347734,1270,000000000080702896,80702896
0115347734,1280,000000000080710509,80710509
0115347734,1290,000000000080710502,80710502
0115347734,1300,000000000080735654,80735654
0115347734,1310,000000000082293561,82293561
0115347734,1311,000000000082293561,82293561
0115347734,1320,000000000080701108,80701108
0115347734,1330,000000000080737744,80737744
0115347734,1340,000000000080722535,80722535
0115347734,1350,000000000080708708,80708708
0115347734,1360,000000000080738394,80738394
0115347734,1370,000000000080691388,80691388
0115347734,1380,000000000080738396,80738396
0115347734,1390,000000000080738611,80738611
0115347734,1400,000000000080691376,80691376
0115347734,1410,000000000082300179,82300179
0115347734,1411,000000000082300179,82300179
0115347734,1420,000000000080738610,80738610
0115347734,1430,000000000080691421,80691421
0115347734,1440,000000000080694650,80694650
0115347734,1450,000000000080691426,80691426
0115347734,1460,000000000080708723,80708723
0115347734,1470,000000000080739137,80739137
0115347734,1471,000000000080739137,80739137
0115347734,1480,000000000080739141,80739141
0115347734,1490,000000000080739140,80739140
0115347734,1500,000000000080738857,80738857
0115347734,1510,000000000080739139,80739139
0115347734,1511,000000000080739139,80739139
0115347734,1520,000000000080718079,80718079
0115347734,1530,000000000080738859,80738859
0115347734,1540,000000000080691427,80691427
0115347734,1550,000000000080691428,80691428
0115347734,1560,000000000080691429,80691429
0115347734,1570,000000000080708710,80708710
0115347734,1580,000000000080740681,80740681
0115347734,1590,000000000080704604,80704604
0115347734,1600,000000000080740683,80740683
0115347734,1610,000000000080691380,80691380
0115347734,1620,000000000082315678,82315678
0115347734,1621,000000000082315678,82315678
0115347734,1630,000000000080720847,80720847
0115347734,1640,000000000080720846,80720846
0115347734,1650,000000000080728980,80728980
0115347734,1660,000000000080745856,80745856
0115347734,1670,000000000080730540,80730540
0115347734,1671,000000000080730540,80730540
0115347734,1680,000000000080686700,80686700
0115347734,1681,000000000080686700,80686700
0115347734,1690,000000000080686710,80686710
0115347734,1691,000000000080686710,80686710
0115347734,1700,000000000080686701,80686701
0115347734,1701,000000000080686701,80686701
0115347734,1710,000000000080686713,80686713
0115347734,1711,000000000080686713,80686713
0115347734,1720,000000000080686723,80686723
0115347734,1721,000000000080686723,80686723
0115347734,1730,000000000080753035,80753035
0115347734,1740,000000000080752128,80752128
0115347734,1750,000000000080685110,80685110
0115347734,1751,000000000080685110,80685110
0115347734,1760,000000000080685118,80685118
0115347734,1761,000000000080685118,80685118
0115347734,1770,000000000080700302,80700302
0115347734,1771,000000000080700302,80700302
0115347734,1780,000000000080722871,80722871
0115347734,1790,000000000080736036,80736036
0115347734,1791,000000000080736036,80736036
0115347734,1800,000000000080685123,80685123
0115347734,1801,000000000080685123,80685123
0115347734,1810,000000000080736038,80736038
0115347734,1811,000000000080736038,80736038
0115347734,1820,000000000080685115,80685115
0115347734,1821,000000000080685115,80685115
0115347734,1830,000000000080685124,80685124
0115347734,1831,000000000080685124,80685124
0115347734,1840,000000000080742605,80742605
0115347734,1850,000000000080739185,80739185
0115347734,1860,000000000080739186,80739186
0115347734,1870,000000000080739187,80739187
0115347734,1880,000000000080739188,80739188
0115347734,1890,000000000080739189,80739189
0115347734,1900,000000000080739190,80739190
0115347734,1910,000000000080739191,80739191
0115347734,1920,000000000082299716,82299716
0115347734,1930,000000000082276556,82276556
0115347734,1940,000000000082325796,82325796
0115347734,1950,000000000082325798,82325798
0115347734,1960,000000000082325799,82325799
0115347734,1970,000000000080718778,80718778
0115347734,1980,000000000080714022,80714022
0115347734,1990,000000000080714023,80714023
0115347734,2000,000000000080718664,80718664
0115347734,2010,000000000080718773,80718773
0115347734,2020,000000000080720978,80720978
0115347734,2030,000000000082323477,82323477
0115347734,2040,000000000082282189,82282189
0115347734,2050,000000000080721899,80721899
0115347734,2051,000000000080721899,80721899
0115347734,2060,000000000080742607,80742607
0115347734,2061,000000000080742607,80742607
0115347734,2070,000000000080725751,80725751
0115347734,2071,000000000080725751,80725751
0115347734,2080,000000000080745605,80745605
0115347734,2090,000000000082322606,82322606
0115347734,2091,000000000082322606,82322606
0115347734,2100,000000000082322607,82322607
0115347734,2101,000000000082322607,82322607
0115347734,2110,000000000080741799,80741799
0115347734,2120,000000000080742583,80742583
0115347734,2130,000000000080742582,80742582
0115347734,2140,000000000080742584,80742584
0115347734,2150,000000000080738849,80738849
0115347734,2160,000000000080744372,80744372
0115347734,2170,000000000080745251,80745251
0115347734,2180,000000000080744374,80744374
0115347734,2190,000000000080745250,80745250
0115347734,2200,000000000080738854,80738854
0115347734,2210,000000000080745252,80745252
0115347734,2220,000000000080738853,80738853
0115347734,2230,000000000080730543,80730543
0115347734,2231,000000000080730543,80730543
0115347734,2240,000000000080730506,80730506
0115347734,2241,000000000080730506,80730506
0115347734,2250,000000000080730492,80730492
0115347734,2260,000000000080686711,80686711
0115347734,2261,000000000080686711,80686711
0115347734,2270,000000000080686745,80686745
0115347734,2271,000000000080686745,80686745
0115347734,2280,000000000080686724,80686724
0115347734,2281,000000000080686724,80686724
0115347734,2290,000000000080730536,80730536
0115347734,2300,000000000080686694,80686694
0115347734,2301,000000000080686694,80686694
0115347734,2310,000000000080686740,80686740
0115347734,2311,000000000080686740,80686740
0115347734,2320,000000000080686751,80686751
0115347734,2321,000000000080686751,80686751
0115347734,2330,000000000080731768,80731768
0115347734,2331,000000000080731768,80731768
0115347734,2340,000000000080714020,80714020
0115347734,2350,000000000080730505,80730505
0115347734,2351,000000000080730505,80730505
0115347734,2360,000000000080696554,80696554
0115347734,2361,000000000080696554,80696554
0115347734,2370,000000000080730501,80730501
0115347734,2371,000000000080730501,80730501
0115347734,2380,000000000080686739,80686739
0115347734,2381,000000000080686739,80686739
0115347734,2390,000000000080696555,80696555
0115347734,2400,000000000080702686,80702686
0115347734,2401,000000000080702686,80702686
0115347734,2410,000000000080733191,80733191
0115347734,2420,000000000080709916,80709916
0115347734,2421,000000000080709916,80709916
0115347734,2430,000000000080709919,80709919
0115347734,2431,000000000080709919,80709919
0115347734,2440,000000000080709920,80709920
0115347734,2441,000000000080709920,80709920
0115347734,2450,000000000080709918,80709918
0115347734,2451,000000000080709918,80709918
0115347734,2460,000000000080726539,80726539
0115347734,2461,000000000080726539,80726539
0115347734,2470,000000000080733187,80733187
0115347734,2480,000000000080737421,80737421
0115347734,2490,000000000080733234,80733234
0115347734,2500,000000000080736039,80736039
0115347734,2510,000000000080690289,80690289
0115347734,2511,000000000080690289,80690289
0115347734,2520,000000000080710409,80710409
0115347734,2530,000000000080710410,80710410
0115347734,2540,000000000080684726,80684726
0115347735,10,000000000080696312,80696312
0115347735,20,000000000080714240,80714240
0115347735,21,000000000080714240,80714240
0115347735,30,000000000080718535,80718535
0115347735,40,000000000082276368,82276368
0115347735,50,000000000080754034,80754034
0115347735,60,000000000080725845,80725845
0115347735,61,000000000080725845,80725845
0115347735,70,000000000080726352,80726352
0115347735,71,000000000080726352,80726352
0115347735,80,000000000080713973,80713973
0115347735,90,000000000080713972,80713972
0115347735,100,000000000080713974,80713974
0115347735,110,000000000080713975,80713975
0115347735,120,000000000080713976,80713976
0115347735,130,000000000080745943,80745943
0115347735,140,000000000080745946,80745946
0115347735,150,000000000080745945,80745945
0115347735,160,000000000080745944,80745944
0115347735,170,000000000080751313,80751313
0115347735,180,000000000080751314,80751314
0115347735,190,000000000080751315,80751315
0115347735,200,000000000082325543,82325543
0115347735,201,000000000082325543,82325543
0115347735,210,000000000080745852,80745852
0115347735,220,000000000080721758,80721758
0115347735,230,000000000080751780,80751780
0115347735,240,000000000080751770,80751770
0115347735,250,000000000080725127,80725127
0115347735,260,000000000080725125,80725125
0115347735,270,000000000082325521,82325521
0115347735,271,000000000082325521,82325521
0115347735,280,000000000080741548,80741548
0115347735,290,000000000080741553,80741553
0115347735,300,000000000080721760,80721760
0115347735,310,000000000080741547,80741547
0115347735,320,000000000080741541,80741541
0115347735,330,000000000082325519,82325519
0115347735,331,000000000082325519,82325519
0115347735,340,000000000082325522,82325522
0115347735,341,000000000082325522,82325522
0115347735,350,000000000080745853,80745853
0115347735,360,000000000080721761,80721761
0115347735,370,000000000080742026,80742026
0115347735,380,000000000082325565,82325565
0115347735,381,000000000082325565,82325565
0115347735,390,000000000080725623,80725623
0115347735,400,000000000080725624,80725624
0115347735,410,000000000080725625,80725625
0115347735,420,000000000080725626,80725626
0115347735,430,000000000080738483,80738483
0115347735,440,000000000080745954,80745954
0115347735,450,000000000080745953,80745953
0115347735,460,000000000080752309,80752309
0115347735,470,000000000080745952,80745952
0115347735,480,000000000080740618,80740618
0115347735,490,000000000080740760,80740760
0115347735,500,000000000080752307,80752307
0115347735,510,000000000080752312,80752312
0115347735,520,000000000080703933,80703933
0115347735,530,000000000080703934,80703934
0115347735,540,000000000080701282,80701282
0115347735,550,000000000080701283,80701283
0115347735,560,000000000080701425,80701425
0115347735,570,000000000080701426,80701426
0115347735,580,000000000080751536,80751536
0115347735,590,000000000080717310,80717310
0115347735,600,000000000080717305,80717305
0115347735,610,000000000080717307,80717307
0115347735,620,000000000080717303,80717303
0115347735,630,000000000080693825,80693825
0115347735,631,000000000080693825,80693825
0115347735,640,000000000080693827,80693827
0115347735,641,000000000080693827,80693827
0115347735,650,000000000080721963,80721963
0115347735,660,000000000080721969,80721969
0115347735,670,000000000080693844,80693844
0115347735,671,000000000080693844,80693844
0115347735,680,000000000080693850,80693850
0115347735,681,000000000080693850,80693850
0115347735,690,000000000080693852,80693852
0115347735,691,000000000080693852,80693852
0115347735,700,000000000080694111,80694111
0115347735,701,000000000080694111,80694111
0115347735,710,000000000080721965,80721965
0115347735,720,000000000080694114,80694114
0115347735,721,000000000080694114,80694114
0115347735,730,000000000080694119,80694119
0115347735,731,000000000080694119,80694119
0115347735,740,000000000080717297,80717297
0115347735,750,000000000080764967,80764967
0115347735,760,000000000080764965,80764965
0115347735,770,000000000080764966,80764966
0115347735,780,000000000080758005,80758005
0115347735,790,000000000080703935,80703935
0115347735,800,000000000080736221,80736221
0115347735,810,000000000080721990,80721990
0115347735,820,000000000080717308,80717308
0115347735,830,000000000080744720,80744720
0115347735,840,000000000082324239,82324239
0115347735,841,000000000082324239,82324239
0115347735,850,000000000082322920,82322920
0115347735,851,000000000082322920,82322920
0115347735,860,000000000082322921,82322921
0115347735,861,000000000082322921,82322921
0115347735,870,000000000080695956,80695956
0115347735,880,000000000080695960,80695960
0115347735,890,000000000080695959,80695959
0115347735,900,000000000080693628,80693628
0115347735,910,000000000080752457,80752457
0115347735,920,000000000083739445,83739445
0115347735,921,000000000083739445,83739445
0115347735,930,000000000080707897,80707897
0115347735,940,000000000080735139,80735139
0115347735,950,000000000080735140,80735140
0115347735,960,000000000082313294,82313294
0115347735,970,000000000080698212,80698212
0115347735,980,000000000080698858,80698858
0115347735,990,000000000082276751,82276751
0115347735,1000,000000000082276748,82276748
0115347735,1010,000000000082276750,82276750
0115347735,1020,000000000082297058,82297058
0115347735,1030,000000000080707789,80707789
0115347735,1040,000000000082289665,82289665
0115347735,1041,000000000082289665,82289665
0115347735,1050,000000000082289667,82289667
0115347735,1051,000000000082289667,82289667
0115347735,1060,000000000082289668,82289668
0115347735,1061,000000000082289668,82289668
0115347735,1070,000000000082289666,82289666
0115347735,1071,000000000082289666,82289666
0115347735,1080,000000000080741457,80741457
0115347735,1090,000000000082326936,82326936
0115347735,1091,000000000082326936,82326936
0115347735,1100,000000000080715460,80715460
0115347735,1101,000000000080715460,80715460
0115347735,1110,000000000080736982,80736982
0115347735,1111,000000000080736982,80736982
0115347735,1120,000000000082326900,82326900
0115347735,1121,000000000082326900,82326900
0115347735,1130,000000000082326899,82326899
0115347735,1131,000000000082326899,82326899
0115347735,1140,000000000080700917,80700917
0115347735,1141,000000000080700917,80700917
0115347735,1150,000000000080741469,80741469
0115347735,1160,000000000080741463,80741463
0115347735,1170,000000000080741470,80741470
0115347735,1180,000000000082326898,82326898
0115347735,1181,000000000082326898,82326898
0115347735,1190,000000000080741458,80741458
0115347735,1200,000000000082326932,82326932
0115347735,1201,000000000082326932,82326932
0115347735,1210,000000000080715462,80715462
0115347735,1211,000000000080715462,80715462
0115347735,1220,000000000080727511,80727511
0115347735,1221,000000000080727511,80727511
0115347735,1230,000000000082326949,82326949
0115347735,1240,000000000082326891,82326891
0115347735,1250,000000000080698830,80698830
0115347735,1251,000000000080698830,80698830
0115347735,1260,000000000080738838,80738838
0115347735,1270,000000000082326875,82326875
0115347735,1271,000000000082326875,82326875
0115347735,1280,000000000080702896,80702896
0115347735,1290,000000000080710509,80710509
0115347735,1300,000000000080710502,80710502
0115347735,1310,000000000080710499,80710499
0115347735,1320,000000000080710498,80710498
0115347735,1330,000000000080710500,80710500
0115347735,1340,000000000080735654,80735654
0115347735,1350,000000000082293561,82293561
0115347735,1351,000000000082293561,82293561
0115347735,1360,000000000080750976,80750976
0115347735,1370,000000000080737744,80737744
0115347735,1380,000000000080722535,80722535
0115347735,1390,000000000080708708,80708708
0115347735,1400,000000000080738394,80738394
0115347735,1410,000000000080691388,80691388
0115347735,1420,000000000080738611,80738611
0115347735,1430,000000000080691376,80691376
0115347735,1440,000000000082300179,82300179
0115347735,1441,000000000082300179,82300179
0115347735,1450,000000000080738610,80738610
0115347735,1460,000000000080691421,80691421
0115347735,1470,000000000080694650,80694650
0115347735,1480,000000000080691426,80691426
0115347735,1490,000000000080708723,80708723
0115347735,1500,000000000080739137,80739137
0115347735,1501,000000000080739137,80739137
0115347735,1510,000000000080739138,80739138
0115347735,1511,000000000080739138,80739138
0115347735,1520,000000000080739141,80739141
0115347735,1530,000000000080739140,80739140
0115347735,1540,000000000080738857,80738857
0115347735,1550,000000000080739139,80739139
0115347735,1551,000000000080739139,80739139
0115347735,1560,000000000080718079,80718079
0115347735,1570,000000000080738859,80738859
0115347735,1580,000000000080691427,80691427
0115347735,1590,000000000080691428,80691428
0115347735,1600,000000000080691429,80691429
0115347735,1610,000000000080708710,80708710
0115347735,1620,000000000080740681,80740681
0115347735,1630,000000000080740683,80740683
0115347735,1640,000000000082315678,82315678
0115347735,1641,000000000082315678,82315678
0115347735,1650,000000000080739142,80739142
0115347735,1660,000000000080720847,80720847
0115347735,1670,000000000080720846,80720846
0115347735,1680,000000000080728980,80728980
0115347735,1690,000000000080745856,80745856
0115347735,1700,000000000080730540,80730540
0115347735,1701,000000000080730540,80730540
0115347735,1710,000000000080686700,80686700
0115347735,1711,000000000080686700,80686700
0115347735,1720,000000000080686710,80686710
0115347735,1721,000000000080686710,80686710
0115347735,1730,000000000080686713,80686713
0115347735,1731,000000000080686713,80686713
0115347735,1740,000000000080686723,80686723
0115347735,1741,000000000080686723,80686723
0115347735,1750,000000000080753035,80753035
0115347735,1760,000000000080752128,80752128
0115347735,1770,000000000080685110,80685110
0115347735,1771,000000000080685110,80685110
0115347735,1780,000000000080685118,80685118
0115347735,1781,000000000080685118,80685118
0115347735,1790,000000000080700302,80700302
0115347735,1791,000000000080700302,80700302
0115347735,1800,000000000080722871,80722871
0115347735,1810,000000000080736036,80736036
0115347735,1811,000000000080736036,80736036
0115347735,1820,000000000080685123,80685123
0115347735,1821,000000000080685123,80685123
0115347735,1830,000000000080736038,80736038
0115347735,1831,000000000080736038,80736038
0115347735,1840,000000000080731885,80731885
0115347735,1850,000000000080685115,80685115
0115347735,1851,000000000080685115,80685115
0115347735,1860,000000000080685124,80685124
0115347735,1861,000000000080685124,80685124
0115347735,1870,000000000080739185,80739185
0115347735,1880,000000000080739186,80739186
0115347735,1890,000000000080739187,80739187
0115347735,1900,000000000080739188,80739188
0115347735,1910,000000000080739189,80739189
0115347735,1920,000000000080739190,80739190
0115347735,1930,000000000080739191,80739191
0115347735,1940,000000000082276556,82276556
0115347735,1950,000000000082325796,82325796
0115347735,1960,000000000082325798,82325798
0115347735,1970,000000000082325799,82325799
0115347735,1980,000000000080718778,80718778
0115347735,1990,000000000080714022,80714022
0115347735,2000,000000000080714023,80714023
0115347735,2010,000000000080718664,80718664
0115347735,2020,000000000080718773,80718773
0115347735,2030,000000000080719200,80719200
0115347735,2040,000000000080720978,80720978
0115347735,2050,000000000082282189,82282189
0115347735,2060,000000000080721899,80721899
0115347735,2061,000000000080721899,80721899
0115347735,2070,000000000080742607,80742607
0115347735,2071,000000000080742607,80742607
0115347735,2080,000000000080725751,80725751
0115347735,2081,000000000080725751,80725751
0115347735,2090,000000000080745605,80745605
0115347735,2100,000000000082322606,82322606
0115347735,2101,000000000082322606,82322606
0115347735,2110,000000000082322607,82322607
0115347735,2111,000000000082322607,82322607
0115347735,2120,000000000080741799,80741799
0115347735,2130,000000000080742583,80742583
0115347735,2140,000000000080742582,80742582
0115347735,2150,000000000080742584,80742584
0115347735,2160,000000000080738849,80738849
0115347735,2170,000000000080744372,80744372
0115347735,2180,000000000080745250,80745250
0115347735,2190,000000000080738854,80738854
0115347735,2200,000000000080745252,80745252
0115347735,2210,000000000080738853,80738853
0115347735,2220,000000000080730543,80730543
0115347735,2221,000000000080730543,80730543
0115347735,2230,000000000080730506,80730506
0115347735,2231,000000000080730506,80730506
0115347735,2240,000000000080730492,80730492
0115347735,2250,000000000080686711,80686711
0115347735,2251,000000000080686711,80686711
0115347735,2260,000000000080686745,80686745
0115347735,2261,000000000080686745,80686745
0115347735,2270,000000000080686724,80686724
0115347735,2271,000000000080686724,80686724
0115347735,2280,000000000080730536,80730536
0115347735,2290,000000000080686694,80686694
0115347735,2291,000000000080686694,80686694
0115347735,2300,000000000080686740,80686740
0115347735,2301,000000000080686740,80686740
0115347735,2310,000000000080686751,80686751
0115347735,2311,000000000080686751,80686751
0115347735,2320,000000000080731768,80731768
0115347735,2321,000000000080731768,80731768
0115347735,2330,000000000080714020,80714020
0115347735,2340,000000000080730505,80730505
0115347735,2341,000000000080730505,80730505
0115347735,2350,000000000080696554,80696554
0115347735,2351,000000000080696554,80696554
0115347735,2360,000000000080730501,80730501
0115347735,2361,000000000080730501,80730501
0115347735,2370,000000000080686739,80686739
0115347735,2371,000000000080686739,80686739
0115347735,2380,000000000080696555,80696555
0115347735,2390,000000000080702686,80702686
0115347735,2391,000000000080702686,80702686
0115347735,2400,000000000080733191,80733191
0115347735,2410,000000000080709916,80709916
0115347735,2411,000000000080709916,80709916
0115347735,2420,000000000080709919,80709919
0115347735,2421,000000000080709919,80709919
0115347735,2430,000000000080709920,80709920
0115347735,2431,000000000080709920,80709920
0115347735,2440,000000000080709918,80709918
0115347735,2441,000000000080709918,80709918
0115347735,2450,000000000080726539,80726539
0115347735,2451,000000000080726539,80726539
0115347735,2460,000000000080733187,80733187
0115347735,2470,000000000080737421,80737421
0115347735,2480,000000000080733234,80733234
0115347735,2490,000000000080736039,80736039
0115347735,2500,000000000080690289,80690289
0115347735,2501,000000000080690289,80690289
0115347735,2510,000000000080745227,80745227
0115347735,2520,000000000082299716,82299716
0115347735,2530,000000000080710409,80710409
0115347735,2540,000000000080710410,80710410
0115347735,2550,000000000080684726,80684726
0115347764,10,000000000080728881,80728881
0115347764,20,000000000080738248,80738248
0115347764,30,000000000080682303,80682303
0115347764,40,000000000080703599,80703599
0115347764,41,000000000080703599,80703599
0115347764,50,000000000080736574,80736574
0115347764,60,000000000080736571,80736571
0115347764,70,000000000080695751,80695751
0115347764,80,000000000080695757,80695757
0115347764,90,000000000080736572,80736572
0115347764,100,000000000080733052,80733052
0115347764,110,000000000080695752,80695752
0115347765,10,000000000080691629,80691629
0115347765,20,000000000080738248,80738248
0115347765,30,000000000080691635,80691635
0115347765,40,000000000080738245,80738245
0115347765,50,000000000080703599,80703599
0115347765,51,000000000080703599,80703599
0115347765,60,000000000080736571,80736571
0115347765,70,000000000080733052,80733052
0115347765,80,000000000080695757,80695757
0115347765,90,000000000080736574,80736574
0115347765,100,000000000080727047,80727047
0115347765,110,000000000080712397,80712397
0115347765,120,000000000080736572,80736572
0115347765,130,000000000080697004,80697004
0115347765,131,000000000080697004,80697004
0115347765,140,000000000080726270,80726270
0115347765,141,000000000080726270,80726270
0115347765,150,000000000080695752,80695752
0115347765,160,000000000080695751,80695751
0115347766,10,000000000080691629,80691629
0115347766,20,000000000080733053,80733053
0115347766,30,000000000080738245,80738245
0115347766,40,000000000080728881,80728881
0115347766,50,000000000080691635,80691635
0115347766,60,000000000080738248,80738248
0115347766,70,000000000080720978,80720978
0115347766,80,000000000080703599,80703599
0115347766,81,000000000080703599,80703599
0115347766,90,000000000080733052,80733052
0115347766,100,000000000080736572,80736572
0115347766,110,000000000080736571,80736571
0115347766,120,000000000080695752,80695752
0115347766,130,000000000080726270,80726270
0115347766,131,000000000080726270,80726270
0115347767,10,000000000080695752,80695752
0115347767,20,000000000080725845,80725845
0115347767,30,000000000080736572,80736572
0115347767,40,000000000080736571,80736571
0115347767,50,000000000080733052,80733052
0115347767,60,000000000080695751,80695751
0115347767,70,000000000080736574,80736574
0115347767,80,000000000080703599,80703599
0115347767,81,000000000080703599,80703599
0115347767,90,000000000080733187,80733187
0115347767,100,000000000080695709,80695709
