VBELN,POSNR,MATNR,KDMAT
0115347925,1781,000000000082326898,82326898
0115347925,1790,000000000080749204,80749204
0115347925,1800,000000000080738838,80738838
0115347925,1810,000000000082326913,82326913
0115347925,1820,000000000080747117,80747117
0115347925,1830,000000000080737957,80737957
0115347925,1840,000000000082326923,82326923
0115347925,1841,000000000082326923,82326923
0115347925,1850,000000000082326936,82326936
0115347925,1851,000000000082326936,82326936
0115347925,1860,000000000080741455,80741455
0115347925,1870,000000000082326875,82326875
0115347925,1871,000000000082326875,82326875
0115347925,1880,000000000080741461,80741461
0115347925,1890,000000000080736978,80736978
0115347925,1900,000000000080741470,80741470
0115347925,1910,000000000080736985,80736985
0115347925,1911,000000000080736985,80736985
0115347925,1920,000000000080702896,80702896
0115347925,1930,000000000080740681,80740681
0115347925,1940,000000000082300206,82300206
0115347925,1941,000000000082300206,82300206
0115347925,1950,000000000080739138,80739138
0115347925,1951,000000000080739138,80739138
0115347925,1960,000000000080691388,80691388
0115347925,1970,000000000080738611,80738611
0115347925,1980,000000000080740685,80740685
0115347925,1990,000000000080691421,80691421
0115347925,2000,000000000082300202,82300202
0115347925,2001,000000000082300202,82300202
0115347925,2010,000000000080739136,80739136
0115347925,2011,000000000080739136,80739136
0115347925,2020,000000000080738610,80738610
0115347925,2030,000000000080691402,80691402
0115347925,2040,000000000080739141,80739141
0115347925,2050,000000000080731168,80731168
0115347925,2060,000000000080738396,80738396
0115347925,2070,000000000080708708,80708708
0115347925,2080,000000000080739142,80739142
0115347925,2090,000000000080708707,80708707
0115347925,2100,000000000080718079,80718079
0115347925,2110,000000000080739139,80739139
0115347925,2111,000000000080739139,80739139
0115347925,2120,000000000080727388,80727388
0115347925,2121,000000000080727388,80727388
0115347925,2130,000000000080739137,80739137
0115347925,2131,000000000080739137,80739137
0115347925,2140,000000000080710877,80710877
0115347925,2150,000000000080718081,80718081
0115347925,2160,000000000080764876,80764876
0115347925,2170,000000000080691427,80691427
0115347925,2180,000000000080738394,80738394
0115347925,2190,000000000080738857,80738857
0115347925,2200,000000000080722535,80722535
0115347925,2210,000000000082309317,82309317
0115347925,2211,000000000082309317,82309317
0115347925,2220,000000000080740683,80740683
0115347925,2230,000000000080696678,80696678
0115347925,2240,000000000080715569,80715569
0115347925,2250,000000000082311618,82311618
0115347925,2260,000000000080751316,80751316
0115347925,2270,000000000080710500,80710500
0115347925,2280,000000000080717161,80717161
0115347925,2290,000000000080735658,80735658
0115347925,2300,000000000080735655,80735655
0115347925,2310,000000000080710504,80710504
0115347925,2320,000000000080710509,80710509
0115347925,2330,000000000080710501,80710501
0115347925,2340,000000000080710505,80710505
0115347926,10,000000000080737216,80737216
0115347926,20,000000000082314808,82314808
0115347926,21,000000000082314808,82314808
0115347926,30,000000000080718535,80718535
0115347926,40,000000000080720214,80720214
0115347926,50,000000000080714240,80714240
0115347926,51,000000000080714240,80714240
0115347926,60,000000000080718538,80718538
0115347926,70,000000000082175997,82175997
0115347926,71,000000000082175997,82175997
0115347926,80,000000000080716268,80716268
0115347926,90,000000000080749346,80749346
0115347926,100,000000000082323837,82323837
0115347926,110,000000000080716269,80716269
0115347926,120,000000000080736555,80736555
0115347926,130,000000000080736573,80736573
0115347926,140,000000000080736040,80736040
0115347926,141,000000000080736040,80736040
0115347926,150,000000000080702397,80702397
0115347926,151,000000000080702397,80702397
0115347926,160,000000000080714630,80714630
0115347926,161,000000000080714630,80714630
0115347926,170,000000000080730536,80730536
0115347926,180,000000000080686745,80686745
0115347926,181,000000000080686745,80686745
0115347926,190,000000000080702686,80702686
0115347926,191,000000000080702686,80702686
0115347926,200,000000000080731768,80731768
0115347926,201,000000000080731768,80731768
0115347926,210,000000000080686751,80686751
0115347926,211,000000000080686751,80686751
0115347926,220,000000000080742584,80742584
0115347926,230,000000000080686711,80686711
0115347926,231,000000000080686711,80686711
0115347926,240,000000000080744371,80744371
0115347926,250,000000000080742587,80742587
0115347926,260,000000000080723490,80723490
0115347926,261,000000000080723490,80723490
0115347926,270,000000000080718769,80718769
0115347926,280,000000000080714953,80714953
0115347926,290,000000000080718776,80718776
0115347926,300,000000000080742575,80742575
0115347926,310,000000000080720927,80720927
0115347926,320,000000000080745250,80745250
0115347926,330,000000000080685110,80685110
0115347926,331,000000000080685110,80685110
0115347926,340,000000000080719200,80719200
0115347926,350,000000000082313788,82313788
0115347926,351,000000000082313788,82313788
0115347926,360,000000000080752128,80752128
0115347926,370,000000000080739189,80739189
0115347926,380,000000000080696554,80696554
0115347926,381,000000000080696554,80696554
0115347926,390,000000000080690289,80690289
0115347926,391,000000000080690289,80690289
0115347926,400,000000000080730501,80730501
0115347926,401,000000000080730501,80730501
0115347926,410,000000000080739188,80739188
0115347926,420,000000000080686714,80686714
0115347926,421,000000000080686714,80686714
0115347926,430,000000000080739186,80739186
0115347926,440,000000000080739187,80739187
0115347926,450,000000000080736039,80736039
0115347926,460,000000000080686710,80686710
0115347926,461,000000000080686710,80686710
0115347926,470,000000000080730506,80730506
0115347926,471,000000000080730506,80730506
0115347926,480,000000000080721515,80721515
0115347926,481,000000000080721515,80721515
0115347926,490,000000000082276554,82276554
0115347926,500,000000000080686713,80686713
0115347926,501,000000000080686713,80686713
0115347926,510,000000000082313787,82313787
0115347926,511,000000000082313787,82313787
0115347926,520,000000000080714020,80714020
0115347926,530,000000000080725782,80725782
0115347926,540,000000000080713443,80713443
0115347926,550,000000000080739190,80739190
0115347926,560,000000000080753036,80753036
0115347926,570,000000000080730543,80730543
0115347926,571,000000000080730543,80730543
0115347926,580,000000000080733191,80733191
0115347926,590,000000000080738849,80738849
0115347926,600,000000000080736036,80736036
0115347926,601,000000000080736036,80736036
0115347926,610,000000000080709916,80709916
0115347926,611,000000000080709916,80709916
0115347926,620,000000000080690336,80690336
0115347926,621,000000000080690336,80690336
0115347926,630,000000000080747466,80747466
0115347926,640,000000000080702067,80702067
0115347926,641,000000000080702067,80702067
0115347926,650,000000000080730505,80730505
0115347926,651,000000000080730505,80730505
0115347926,660,000000000080722871,80722871
0115347926,670,000000000080742582,80742582
0115347926,680,000000000080714022,80714022
0115347926,690,000000000080709919,80709919
0115347926,691,000000000080709919,80709919
0115347926,700,000000000080686720,80686720
0115347926,701,000000000080686720,80686720
0115347926,710,000000000080739185,80739185
0115347926,720,000000000080721899,80721899
0115347926,721,000000000080721899,80721899
0115347926,730,000000000080730502,80730502
0115347926,731,000000000080730502,80730502
0115347926,740,000000000080714024,80714024
0115347926,750,000000000080739191,80739191
0115347926,760,000000000080742605,80742605
0115347926,770,000000000080727298,80727298
0115347926,780,000000000080686756,80686756
0115347926,781,000000000080686756,80686756
0115347926,790,000000000080725751,80725751
0115347926,791,000000000080725751,80725751
0115347926,800,000000000080745251,80745251
0115347926,810,000000000080686739,80686739
0115347926,811,000000000080686739,80686739
0115347926,820,000000000080685118,80685118
0115347926,821,000000000080685118,80685118
0115347926,830,000000000080710409,80710409
0115347926,840,000000000080741008,80741008
0115347926,850,000000000082276750,82276750
0115347926,860,000000000082182401,82182401
0115347926,870,000000000082313835,82313835
0115347926,871,000000000082313835,82313835
0115347926,880,000000000080710405,80710405
0115347926,881,000000000080710405,80710405
0115347926,890,000000000080710403,80710403
0115347926,891,000000000080710403,80710403
0115347926,900,000000000080707800,80707800
0115347926,901,000000000080707800,80707800
0115347926,910,000000000080686065,80686065
0115347926,911,000000000080686065,80686065
0115347926,920,000000000080684552,80684552
0115347926,921,000000000080684552,80684552
0115347926,930,000000000080708912,80708912
0115347926,940,000000000080738400,80738400
0115347926,950,000000000080742093,80742093
0115347926,960,000000000080684725,80684725
0115347926,970,000000000080685511,80685511
0115347926,980,000000000080684719,80684719
0115347926,990,000000000080684709,80684709
0115347926,1000,000000000080728861,80728861
0115347926,1010,000000000080710410,80710410
0115347926,1020,000000000080707793,80707793
0115347926,1021,000000000080707793,80707793
0115347926,1030,000000000080707897,80707897
0115347926,1040,000000000080686080,80686080
0115347926,1050,000000000080684730,80684730
0115347926,1060,000000000082289667,82289667
0115347926,1061,000000000082289667,82289667
0115347926,1070,000000000080685512,80685512
0115347926,1080,000000000082279485,82279485
0115347926,1090,000000000082276751,82276751
0115347926,1100,000000000080686088,80686088
0115347926,1110,000000000080683834,80683834
0115347926,1120,000000000080707799,80707799
0115347926,1121,000000000080707799,80707799
0115347926,1130,000000000082301523,82301523
0115347926,1140,000000000080728863,80728863
0115347926,1150,000000000080728864,80728864
0115347926,1160,000000000080698212,80698212
0115347926,1170,000000000080698858,80698858
0115347926,1180,000000000080707798,80707798
0115347926,1181,000000000080707798,80707798
0115347926,1190,000000000080685128,80685128
0115347926,1200,000000000080710407,80710407
0115347926,1201,000000000080710407,80710407
0115347926,1210,000000000080745227,80745227
0115347926,1220,000000000082330066,82330066
0115347926,1230,000000000080710399,80710399
0115347926,1231,000000000080710399,80710399
0115347926,1240,000000000080707574,80707574
0115347926,1250,000000000080707796,80707796
0115347926,1251,000000000080707796,80707796
0115347926,1260,000000000080710404,80710404
0115347926,1261,000000000080710404,80710404
0115347926,1270,000000000082289665,82289665
0115347926,1271,000000000082289665,82289665
0115347926,1280,000000000080684723,80684723
0115347926,1290,000000000080692155,80692155
0115347926,1300,000000000080684720,80684720
0115347926,1310,000000000080684718,80684718
0115347926,1320,000000000082279476,82279476
0115347926,1330,000000000080739400,80739400
0115347926,1340,000000000082317850,82317850
0115347926,1341,000000000082317850,82317850
0115347926,1350,000000000082170045,82170045
0115347926,1360,000000000080685127,80685127
0115347926,1370,000000000082279491,82279491
0115347926,1380,000000000082276748,82276748
0115347926,1390,000000000080686067,80686067
0115347926,1391,000000000080686067,80686067
0115347926,1400,000000000080722657,80722657
0115347926,1410,000000000080682304,80682304
0115347926,1420,000000000080716526,80716526
0115347926,1421,000000000080716526,80716526
0115347926,1430,000000000082321996,82321996
0115347926,1431,000000000082321996,82321996
0115347926,1440,000000000080695957,80695957
0115347926,1450,000000000080695960,80695960
0115347926,1460,000000000080701422,80701422
0115347926,1470,000000000082259569,82259569
0115347926,1480,000000000080703233,80703233
0115347926,1490,000000000080758658,80758658
0115347926,1500,000000000080683083,80683083
0115347926,1510,000000000080760304,80760304
0115347926,1520,000000000080717833,80717833
0115347926,1530,000000000080683088,80683088
0115347926,1540,000000000080697339,80697339
0115347926,1541,000000000080697339,80697339
0115347926,1550,000000000080683082,80683082
0115347926,1560,000000000080758659,80758659
0115347926,1570,000000000080746684,80746684
0115347926,1580,000000000080760303,80760303
0115347926,1590,000000000080758657,80758657
0115347926,1600,000000000080760305,80760305
0115347926,1610,000000000082323029,82323029
0115347926,1611,000000000082323029,82323029
0115347926,1620,000000000080750989,80750989
0115347926,1630,000000000080696559,80696559
0115347926,1640,000000000082323028,82323028
0115347926,1641,000000000082323028,82323028
0115347926,1650,000000000080758656,80758656
0115347926,1660,000000000080760302,80760302
0115347926,1670,000000000080682898,80682898
0115347926,1680,000000000080725629,80725629
0115347926,1690,000000000080717832,80717832
0115347926,1700,000000000080750980,80750980
0115347926,1710,000000000080690178,80690178
0115347926,1720,000000000080682870,80682870
0115347955,10,000000000080722776,80722776
0115347955,11,000000000080722776,80722776
0115347955,20,000000000080720214,80720214
0115347955,30,000000000082314808,82314808
0115347955,31,000000000082314808,82314808
0115347955,40,000000000080767803,80767803
0115347955,50,000000000080767804,80767804
0115347955,60,000000000080737216,80737216
0115347955,70,000000000080714622,80714622
0115347955,80,000000000080718535,80718535
0115347955,90,000000000080731388,80731388
0115347955,100,000000000080720213,80720213
0115347955,110,000000000080736041,80736041
0115347955,120,000000000082293547,82293547
0115347955,121,000000000082293547,82293547
0115347955,130,000000000080742401,80742401
0115347955,140,000000000080714240,80714240
0115347955,141,000000000080714240,80714240
0115347955,150,000000000080718538,80718538
0115347955,160,000000000080725844,80725844
0115347955,170,000000000080736555,80736555
0115347955,180,000000000082323837,82323837
0115347955,190,000000000080716268,80716268
0115347955,200,000000000080721336,80721336
0115347955,210,000000000080749346,80749346
0115347955,220,000000000080721337,80721337
0115347955,230,000000000080716269,80716269
0115347955,240,000000000080736573,80736573
0115347955,250,000000000080744371,80744371
0115347955,260,000000000082276555,82276555
0115347955,270,000000000080739191,80739191
0115347955,280,000000000080739186,80739186
0115347955,290,000000000080739189,80739189
0115347955,300,000000000080720927,80720927
0115347955,310,000000000080713443,80713443
0115347955,320,000000000080742587,80742587
0115347955,330,000000000080736039,80736039
0115347955,340,000000000080686745,80686745
0115347955,341,000000000080686745,80686745
0115347955,350,000000000080723490,80723490
0115347955,351,000000000080723490,80723490
0115347955,360,000000000080730536,80730536
0115347955,370,000000000080685110,80685110
0115347955,371,000000000080685110,80685110
0115347955,380,000000000080714017,80714017
0115347955,390,000000000080742582,80742582
0115347955,400,000000000080745856,80745856
0115347955,410,000000000080696554,80696554
0115347955,411,000000000080696554,80696554
0115347955,420,000000000080736040,80736040
0115347955,421,000000000080736040,80736040
0115347955,430,000000000080718773,80718773
0115347955,440,000000000080702397,80702397
0115347955,441,000000000080702397,80702397
0115347955,450,000000000080709918,80709918
0115347955,451,000000000080709918,80709918
0115347955,460,000000000080714024,80714024
0115347955,470,000000000080731768,80731768
0115347955,471,000000000080731768,80731768
0115347955,480,000000000080745251,80745251
0115347955,490,000000000080730502,80730502
0115347955,491,000000000080730502,80730502
0115347955,500,000000000080742605,80742605
0115347955,510,000000000080725751,80725751
0115347955,511,000000000080725751,80725751
0115347955,520,000000000080730543,80730543
0115347955,521,000000000080730543,80730543
0115347955,530,000000000080733234,80733234
0115347955,540,000000000080686756,80686756
0115347955,541,000000000080686756,80686756
0115347955,550,000000000080709919,80709919
0115347955,551,000000000080709919,80709919
0115347955,560,000000000080742575,80742575
0115347955,570,000000000080686711,80686711
0115347955,571,000000000080686711,80686711
0115347955,580,000000000080745250,80745250
0115347955,590,000000000080714020,80714020
0115347955,600,000000000080709920,80709920
0115347955,601,000000000080709920,80709920
0115347955,610,000000000080714630,80714630
0115347955,611,000000000080714630,80714630
0115347955,620,000000000080722871,80722871
0115347955,630,000000000080690289,80690289
0115347955,631,000000000080690289,80690289
0115347955,640,000000000080727298,80727298
0115347955,650,000000000080739185,80739185
0115347955,660,000000000080745252,80745252
0115347955,670,000000000080685118,80685118
0115347955,671,000000000080685118,80685118
0115347955,680,000000000080721899,80721899
0115347955,681,000000000080721899,80721899
0115347955,690,000000000080730501,80730501
0115347955,691,000000000080730501,80730501
0115347955,700,000000000080690336,80690336
0115347955,701,000000000080690336,80690336
0115347955,710,000000000080730540,80730540
0115347955,711,000000000080730540,80730540
0115347955,720,000000000080710890,80710890
0115347955,730,000000000080718777,80718777
0115347955,740,000000000080739187,80739187
0115347955,750,000000000080713440,80713440
0115347955,760,000000000080686710,80686710
0115347955,761,000000000080686710,80686710
0115347955,770,000000000080686713,80686713
0115347955,771,000000000080686713,80686713
0115347955,780,000000000080714027,80714027
0115347955,790,000000000080739190,80739190
0115347955,800,000000000080686714,80686714
0115347955,801,000000000080686714,80686714
0115347955,810,000000000080686700,80686700
0115347955,811,000000000080686700,80686700
0115347955,820,000000000080742584,80742584
0115347955,830,000000000080739188,80739188
0115347955,840,000000000080718662,80718662
0115347955,850,000000000080718776,80718776
0115347955,860,000000000080719982,80719982
0115347955,870,000000000080686751,80686751
0115347955,871,000000000080686751,80686751
0115347955,880,000000000080718664,80718664
0115347955,890,000000000082276554,82276554
0115347955,900,000000000080733191,80733191
0115347955,910,000000000080736036,80736036
0115347955,911,000000000080736036,80736036
0115347955,920,000000000080686720,80686720
0115347955,921,000000000080686720,80686720
0115347955,930,000000000080713447,80713447
0115347955,940,000000000080738849,80738849
0115347955,950,000000000080702686,80702686
0115347955,951,000000000080702686,80702686
0115347955,960,000000000080709916,80709916
0115347955,961,000000000080709916,80709916
0115347955,970,000000000082322607,82322607
0115347955,971,000000000082322607,82322607
0115347955,980,000000000080738400,80738400
0115347955,990,000000000082289667,82289667
0115347955,991,000000000082289667,82289667
0115347955,1000,000000000080710401,80710401
0115347955,1010,000000000080710404,80710404
0115347955,1011,000000000080710404,80710404
0115347955,1020,000000000080745227,80745227
0115347955,1030,000000000080685512,80685512
0115347955,1040,000000000080741008,80741008
0115347955,1050,000000000080686080,80686080
0115347955,1060,000000000080684725,80684725
0115347955,1070,000000000080707799,80707799
0115347955,1071,000000000080707799,80707799
0115347955,1080,000000000080683834,80683834
0115347955,1090,000000000080710403,80710403
0115347955,1091,000000000080710403,80710403
0115347955,1100,000000000080707793,80707793
0115347955,1101,000000000080707793,80707793
0115347955,1110,000000000080742093,80742093
0115347955,1120,000000000080710405,80710405
0115347955,1121,000000000080710405,80710405
0115347955,1130,000000000080710409,80710409
0115347955,1140,000000000080707574,80707574
0115347955,1150,000000000080707897,80707897
0115347955,1160,000000000080684720,80684720
0115347955,1170,000000000080728861,80728861
0115347955,1180,000000000080686067,80686067
0115347955,1181,000000000080686067,80686067
0115347955,1190,000000000080685127,80685127
0115347955,1200,000000000080710399,80710399
0115347955,1201,000000000080710399,80710399
0115347955,1210,000000000080684723,80684723
0115347955,1220,000000000080739400,80739400
0115347955,1230,000000000082279491,82279491
0115347955,1240,000000000080728863,80728863
0115347955,1250,000000000082170045,82170045
0115347955,1260,000000000082279476,82279476
0115347955,1270,000000000080707800,80707800
0115347955,1271,000000000080707800,80707800
0115347955,1280,000000000082276748,82276748
0115347955,1290,000000000080698858,80698858
0115347955,1300,000000000080728864,80728864
0115347955,1310,000000000080684709,80684709
0115347955,1320,000000000080689250,80689250
0115347955,1321,000000000080689250,80689250
0115347955,1330,000000000080685128,80685128
0115347955,1340,000000000080707802,80707802
0115347955,1341,000000000080707802,80707802
0115347955,1350,000000000080738812,80738812
0115347955,1360,000000000082313835,82313835
0115347955,1361,000000000082313835,82313835
0115347955,1370,000000000080707789,80707789
0115347955,1380,000000000080686088,80686088
0115347955,1390,000000000080692155,80692155
0115347955,1400,000000000080684730,80684730
0115347955,1410,000000000080684718,80684718
0115347955,1420,000000000080684552,80684552
0115347955,1421,000000000080684552,80684552
0115347955,1430,000000000080685511,80685511
0115347955,1440,000000000082276751,82276751
0115347955,1450,000000000080684719,80684719
0115347955,1460,000000000080710407,80710407
0115347955,1461,000000000080710407,80710407
0115347955,1470,000000000082279471,82279471
0115347955,1480,000000000080698212,80698212
0115347955,1490,000000000082317850,82317850
0115347955,1491,000000000082317850,82317850
0115347955,1500,000000000080728859,80728859
0115347955,1510,000000000082327228,82327228
0115347955,1520,000000000080707798,80707798
0115347955,1521,000000000080707798,80707798
0115347955,1530,000000000082182401,82182401
0115347955,1540,000000000082289665,82289665
0115347955,1541,000000000082289665,82289665
0115347955,1550,000000000080716526,80716526
0115347955,1551,000000000080716526,80716526
0115347955,1560,000000000080722657,80722657
0115347955,1570,000000000080716527,80716527
0115347955,1571,000000000080716527,80716527
0115347955,1580,000000000080755387,80755387
0115347955,1581,000000000080755387,80755387
0115347955,1590,000000000080749515,80749515
0115347955,1591,000000000080749515,80749515
0115347955,1600,000000000080716521,80716521
0115347955,1601,000000000080716521,80716521
0115347955,1610,000000000080695955,80695955
0115347955,1620,000000000082321996,82321996
0115347955,1621,000000000082321996,82321996
0115347955,1630,000000000080695954,80695954
0115347955,1640,000000000080695959,80695959
0115347955,1650,000000000080691666,80691666
0115347955,1660,000000000082321832,82321832
0115347955,1670,000000000082259569,82259569
0115347955,1680,000000000080738256,80738256
0115347955,1690,000000000080750989,80750989
0115347955,1700,000000000080683088,80683088
0115347955,1710,000000000080750608,80750608
0115347955,1720,000000000080682898,80682898
0115347955,1730,000000000080760303,80760303
0115347955,1740,000000000080746221,80746221
0115347955,1750,000000000080717831,80717831
0115347955,1760,000000000080682901,80682901
0115347955,1770,000000000080758658,80758658
0115347955,1780,000000000080717832,80717832
0115347955,1790,000000000080759869,80759869
0115347955,1800,000000000082329267,82329267
0115347955,1801,000000000082329267,82329267
0115347955,1810,000000000080683083,80683083
0115347955,1820,000000000080717833,80717833
0115347955,1830,000000000080760306,80760306
0115347955,1840,000000000080760304,80760304
0115347955,1850,000000000080725629,80725629
0115347955,1860,000000000080683082,80683082
0115347955,1870,000000000080690178,80690178
0115347955,1880,000000000080750980,80750980
0115347955,1890,000000000080758659,80758659
0115347955,1900,000000000080682870,80682870
0115347955,1910,000000000080696689,80696689
0115347955,1911,000000000080696689,80696689
0115347955,1920,000000000080697339,80697339
0115347955,1921,000000000080697339,80697339
0115347955,1930,000000000080758657,80758657
0115347955,1940,000000000080684448,80684448
0115347955,1950,000000000080758656,80758656
0115347955,1960,000000000080696559,80696559
0115347955,1970,000000000080760305,80760305
0115347955,1980,000000000080684509,80684509
0115347955,1990,000000000080717836,80717836
0115347955,1991,000000000080717836,80717836
0115347955,2000,000000000080704526,80704526
0115347955,2001,000000000080704526,80704526
0115347976,10,000000000080734501,80734501
0115347976,20,000000000082322614,82322614
0115347976,30,000000000080694114,80694114
0115347976,31,000000000080694114,80694114
0115347976,40,000000000080752097,80752097
0115347976,50,000000000080755665,80755665
0115347976,60,000000000080701426,80701426
0115347976,70,000000000080703933,80703933
0115347976,80,000000000080721969,80721969
0115347976,90,000000000080694111,80694111
0115347976,91,000000000080694111,80694111
0115347976,100,000000000080736222,80736222
0115347976,110,000000000080694119,80694119
0115347976,111,000000000080694119,80694119
0115347976,120,000000000080703935,80703935
0115347976,130,000000000080736221,80736221
0115347976,140,000000000080693825,80693825
0115347976,141,000000000080693825,80693825
0115347976,150,000000000080764878,80764878
0115347976,160,000000000080701428,80701428
0115347976,170,000000000080738843,80738843
0115347976,180,000000000080721962,80721962
0115347976,190,000000000080717297,80717297
0115347976,200,000000000082324239,82324239
0115347976,201,000000000082324239,82324239
0115347976,210,000000000080701425,80701425
0115347976,220,000000000080693852,80693852
0115347976,221,000000000080693852,80693852
0115347976,230,000000000080742170,80742170
0115347976,240,000000000080701322,80701322
0115347976,250,000000000080758005,80758005
0115347976,260,000000000080766261,80766261
0115347976,270,000000000080693850,80693850
0115347976,271,000000000080693850,80693850
0115347976,280,000000000080701283,80701283
0115347976,290,000000000080701282,80701282
0115347976,300,000000000080744720,80744720
0115347976,310,000000000080742173,80742173
0115347976,320,000000000080717310,80717310
0115347976,330,000000000080729432,80729432
0115347976,331,000000000080729432,80729432
0115347976,340,000000000080752100,80752100
0115347976,350,000000000080721965,80721965
0115347976,360,000000000080691371,80691371
0115347976,370,000000000080686778,80686778
0115347976,380,000000000080686766,80686766
0115347976,390,000000000082270897,82270897
0115347976,400,000000000080727848,80727848
0115347976,410,000000000080686860,80686860
0115347976,420,000000000082211171,82211171
0115347976,430,000000000080686769,80686769
0115347976,440,000000000080686838,80686838
0115347976,450,000000000080686770,80686770
0115347976,460,000000000080695538,80695538
0115347976,470,000000000080693709,80693709
0115347976,480,000000000080686225,80686225
0115347976,481,000000000080686225,80686225
0115347976,490,000000000080721164,80721164
0115347976,500,000000000080760348,80760348
0115347976,510,000000000082286893,82286893
0115347976,520,000000000080695901,80695901
0115347976,530,000000000080695899,80695899
0115347976,540,000000000080716677,80716677
0115347976,550,000000000080695885,80695885
0115347976,560,000000000080695907,80695907
0115347976,570,000000000080709661,80709661
0115347976,580,000000000080707738,80707738
0115347976,581,000000000080707738,80707738
0115347976,590,000000000080742348,80742348
0115347976,600,000000000080724545,80724545
0115347976,610,000000000082281872,82281872
0115347976,620,000000000080742349,80742349
0115347976,630,000000000080716987,80716987
0115347976,631,000000000080716987,80716987
0115347976,640,000000000080713458,80713458
0115347976,641,000000000080713458,80713458
0115347976,650,000000000082314647,82314647
0115347976,660,000000000080685835,80685835
0115347976,670,000000000082316790,82316790
0115347976,680,000000000080687180,80687180
0115347976,690,000000000082301706,82301706
0115347976,700,000000000080707105,80707105
0115347976,710,000000000080741546,80741546
0115347976,720,000000000080751780,80751780
0115347976,730,000000000082325519,82325519
0115347976,731,000000000082325519,82325519
0115347976,740,000000000080737737,80737737
0115347976,750,000000000080745946,80745946
0115347976,760,000000000080745953,80745953
0115347976,770,000000000080752894,80752894
0115347976,780,000000000080734970,80734970
0115347976,790,000000000080745950,80745950
0115347976,800,000000000080737736,80737736
0115347976,810,000000000080751773,80751773
0115347976,820,000000000080752309,80752309
0115347976,830,000000000082325521,82325521
0115347976,831,000000000082325521,82325521
0115347976,840,000000000080740760,80740760
0115347976,850,000000000080745949,80745949
0115347976,860,000000000082325518,82325518
0115347976,861,000000000082325518,82325518
0115347976,870,000000000080725125,80725125
0115347976,880,000000000080711924,80711924
0115347976,890,000000000080691668,80691668
0115347976,900,000000000080752306,80752306
0115347976,910,000000000080713970,80713970
0115347976,920,000000000082325565,82325565
0115347976,921,000000000082325565,82325565
0115347976,930,000000000080751770,80751770
0115347976,940,000000000080751313,80751313
0115347976,950,000000000080725127,80725127
0115347976,960,000000000080725121,80725121
0115347976,970,000000000080745945,80745945
0115347976,980,000000000080738483,80738483
0115347976,990,000000000080751315,80751315
0115347976,1000,000000000080713973,80713973
0115347976,1010,000000000080713976,80713976
0115347976,1020,000000000080734969,80734969
0115347976,1030,000000000080742026,80742026
0115347976,1040,000000000080751768,80751768
0115347976,1050,000000000080745943,80745943
0115347976,1060,000000000080741463,80741463
0115347976,1070,000000000080741455,80741455
0115347976,1080,000000000080741461,80741461
0115347976,1090,000000000082326899,82326899
0115347976,1091,000000000082326899,82326899
0115347976,1100,000000000080741454,80741454
0115347976,1110,000000000080741469,80741469
0115347976,1120,000000000082326891,82326891
0115347976,1130,000000000082326936,82326936
0115347976,1131,000000000082326936,82326936
0115347976,1140,000000000082326904,82326904
0115347976,1141,000000000082326904,82326904
0115347976,1150,000000000080715459,80715459
0115347976,1160,000000000080741458,80741458
0115347976,1170,000000000082326949,82326949
0115347976,1180,000000000080747117,80747117
0115347976,1190,000000000080736978,80736978
0115347976,1200,000000000080741470,80741470
0115347976,1210,000000000080718081,80718081
0115347976,1220,000000000080708708,80708708
0115347976,1230,000000000080739137,80739137
0115347976,1231,000000000080739137,80739137
0115347976,1240,000000000080764876,80764876
0115347976,1250,000000000080731168,80731168
0115347976,1260,000000000080740685,80740685
0115347976,1270,000000000080738396,80738396
0115347976,1280,000000000080738394,80738394
0115347976,1290,000000000080691421,80691421
0115347976,1300,000000000082300179,82300179
0115347976,1301,000000000082300179,82300179
0115347976,1310,000000000080691427,80691427
0115347976,1320,000000000082300206,82300206
0115347976,1321,000000000082300206,82300206
0115347976,1330,000000000080739136,80739136
0115347976,1331,000000000080739136,80739136
0115347976,1340,000000000080739139,80739139
0115347976,1341,000000000080739139,80739139
0115347976,1350,000000000080739138,80739138
0115347976,1351,000000000080739138,80739138
0115347976,1360,000000000080727388,80727388
0115347976,1361,000000000080727388,80727388
0115347976,1370,000000000080701106,80701106
0115347976,1380,000000000080708707,80708707
0115347976,1390,000000000080729429,80729429
0115347976,1400,000000000080738610,80738610
0115347976,1410,000000000080694650,80694650
0115347976,1420,000000000080710877,80710877
0115347976,1430,000000000080710508,80710508
0115347976,1440,000000000080710505,80710505
0115347976,1450,000000000080710509,80710509
0115348022,10,000000000080734503,80734503
0115348022,20,000000000080734504,80734504
0115348022,30,000000000082322614,82322614
0115348022,40,000000000080717833,80717833
0115348022,50,000000000082311861,82311861
0115348022,60,000000000080746221,80746221
0115348022,70,000000000080682871,80682871
0115348022,80,000000000080750104,80750104
0115348022,90,000000000080696694,80696694
0115348022,100,000000000082311860,82311860
0115348022,110,000000000080760306,80760306
0115348022,120,000000000080750105,80750105
0115348022,130,000000000080760869,80760869
0115348022,131,000000000080760869,80760869
0115348022,140,000000000080682899,80682899
0115348022,150,000000000080696682,80696682
0115348022,151,000000000080696682,80696682
0115348022,160,000000000082304645,82304645
0115348022,170,000000000080683088,80683088
0115348022,180,000000000082311869,82311869
0115348022,190,000000000080750608,80750608
0115348022,200,000000000082329267,82329267
